"","PC1","PC2","PC3","PC4"
"4_1990",-0.0678181136129539,0.13124711653186,0.121504150938952,0.237164567334949
"4_1991",-0.0505915280783115,0.144591366491586,0.0684369115346819,0.27541845997182
"4_1992",-0.0207240873745691,0.141059076062704,0.0334561295806507,0.305166305033421
"4_1993",-0.0370098077971547,0.138615568035054,0.0312044983052277,0.325966167695644
"4_1994",-0.0642365601093601,0.142267532453007,0.0318887247669793,0.263443850857565
"4_1995",-0.0977513151689036,0.0658760961739987,0.107020359955318,0.201821857415485
"4_1996",-0.0940561938473785,0.0959372209830033,0.105925281649324,0.181997500084328
"4_1997",-0.0638673958226566,0.146514027500894,0.021991260161654,0.256105053608184
"4_1998",-0.0548995985594105,0.152641107104856,0.0305113187469293,0.259748655736837
"4_1999",-0.0469249484596682,0.153336660123839,0.0216726709504819,0.267624636740722
"4_2000",-0.098897877916439,0.0625597292660009,0.165276193943503,0.156512723286705
"7_1990",-0.0996082965997559,-0.0315009443155819,0.0955048247790092,0.0655288472394237
"7_1991",-0.0295518021225718,0.137355577196335,0.0297096139434991,0.0256513757900352
"7_1992",-0.0271092964572079,0.146019720547513,0.0301557187423706,0.0280582143949634
"7_1993",-0.0139475873532251,0.152566585877415,0.00249230851355742,0.0511475882227992
"7_1994",-0.0472540628417299,0.147021576282909,0.0141215955314941,0.12081872497634
"7_1995",-0.102412031791279,-0.0568300889668688,0.0782736572968024,0.0824893052041622
"7_1996",-0.10181090112004,0.0176460341569977,0.0801599680777277,0.131429762416485
"7_1997",-0.0590760089317384,0.137609224258943,0.0313591135304276,0.115321974950429
"7_1998",-0.0635277849569999,0.136371156571808,0.0332126852068094,0.125081010854788
"7_1999",-0.0417158783976005,0.141545984376386,0.0463975210425802,0.0862976479313325
"7_2000",-0.0956747469897603,0.0654455740732708,0.0910500471008705,0.128451136491551
"8_1990",-0.105781170368591,-0.0308433608691069,0.186128719753405,0.0431148890254999
"8_1991",-0.0830283138091476,0.124965608920464,0.191892293628436,-0.00757184788382538
"8_1992",-0.0378272806633285,0.163754987385947,0.133925341027971,-0.00841037475275155
"8_1993",-0.0642238549415836,0.154493552263312,0.193193015143305,0.0178483485763627
"8_1994",-0.09205505765951,0.123282763959061,0.149937019018675,0.0100061405033778
"8_1995",-0.094988637984824,-0.122970577742946,0.0986630325674227,0.0559560357856191
"8_1996",-0.106915457840971,-0.05551468506451,0.150934009561369,0.0489827360981508
"8_1997",-0.0839340529749432,0.131446735689361,0.157951529404209,0.03745614348765
"8_1998",-0.0700819541855808,0.141687526341438,0.171854950120245,-0.0202452202354145
"8_1999",-0.0749433792571201,0.147535030888206,0.137338816109576,0.0115527452257935
"8_2000",-0.098487267674212,0.0396370170315476,0.206350555478199,-0.00463733766033373
"9_1990",-0.0950777365815398,-0.126281965325311,0.0714598148780793,0.0775363464270203
"9_1991",-0.0687496162365428,0.129624575064831,0.133036275024995,0.124071439429643
"9_1992",-0.094496733694668,0.105873877699059,0.0488212515783389,0.128747550688559
"9_1993",-0.0890805173757584,0.124871258489903,0.0406482972589695,0.071956894090308
"9_1994",-0.110872807631288,0.0140135712748135,0.0301316100844253,0.114689648157159
"9_1997",-0.112865675274809,2.89053654752729e-05,0.0463175640537643,0.110932675612154
"9_1998",-0.0934469216943651,0.116419768108803,0.0309803082599685,0.0978781471260308
"9_1999",-0.0655462448276688,0.149677629118024,0.0558321654970148,0.0925870254467064
"9_2000",-0.107581541429019,-0.00175533389334671,0.010977226914298,0.0963156359901051
"13_1990",-0.0975204512031786,0.0184355953270657,0.107719746973875,0.22797510614345
"13_1991",-0.0312599339217873,0.130997427975499,0.0603746836264154,0.309042901182329
"13_1992",-0.0212928882164471,0.116529117391446,0.00738591454150785,0.353506259091942
"13_1993",-0.0232754695995915,0.122868610339263,-4.71502788141951e-05,0.349325820040576
"13_1994",-0.0672765284441423,0.128730805626212,0.0479721682264836,0.272940892222902
"13_1995",-0.0914081808917292,-0.101012273188339,0.060102434233108,0.166313940233382
"13_1996",-0.0887539587583451,-0.016935190623048,0.0310328788084843,0.304738335956041
"13_1997",-0.0588294100295385,0.114646171176434,0.0253853575849729,0.331428050779385
"13_1998",-0.0647550048307639,0.110768270419612,0.0307760998286626,0.319504438918644
"13_1999",-0.0461673331204634,0.109797756469509,0.0176125499793667,0.359518885422215
"13_2000",-0.0951536390813134,-0.0145409228512524,0.0985217018116712,0.216316290287821
"14_1990",-0.0936273102522319,-0.0413644659598512,0.285258302102398,-0.0656772197761829
"14_1991",-0.0817281010436929,0.0818465539562273,0.313295765724018,-0.100768388211777
"14_1992",-0.0893752460270659,0.0598088297702634,0.297617949438961,-0.0814226265183112
"14_1993",-0.0979086947548016,0.0528306473264057,0.27213699256358,-0.084657833675368
"14_1994",-0.0898206843098369,0.0760636502615467,0.272232298111509,-0.109327415618804
"14_1995",-0.0920880068435675,-0.106974408626287,0.188945562534304,-0.00438961900074777
"14_1996",-0.0990525490536504,-0.0688538233673699,0.220659827687026,-0.0412572572586405
"14_1997",-0.0793231030527786,0.11453509188349,0.242730401516413,-0.0920842584813024
"14_1998",-0.0870725251749356,0.0774522245166858,0.283752728725579,-0.091008258508085
"14_1999",-0.0969976568945628,0.0325212097340459,0.27721365133322,-0.0816794267147257
"14_2000",-0.0810069737483082,0.005562712300638,0.323407947300557,-0.103070500249409
"15_1990",-0.101085349654813,-0.0190868298190245,0.219380984779449,0.0150268652542952
