"","X1","X2","X3","X4","X5","X6","X7","occ1990dd","year"
"1",-0.181216221219818,0.844872426306387,3.39012560490072,4.56700377613302,1.26851051212226,-1.44807905404015,0.144191918674305,4,1940
"2",0.781913554062394,0.481643951551053,2.15258715397661,2.35406439320483,-2.43415382135642,0.153462004539286,2.38159077380761,7,1940
"3",-0.0293692825811056,-0.0695645903822693,3.69672611212699,2.53783495100324,2.04904212558258,0.39675906137798,0.81957345236874,8,1940
"4",0.641995018940674,-3.99639221520964,3.09371478214633,3.56287977102687,1.44933602698255,1.86946904086497,0.885928425643202,9,1940
"5",2.24533633674786,1.76912043351826,3.99932621749216,6.55080250991804,0.996367563565828,-3.40746927700255,-0.345328734108549,13,1940
"6",-3.36387115209009,1.7358920964896,3.76187180761032,0.340165916358096,4.22994813613616,0.0767571163610049,1.53600116584199,14,1940
"7",-1.93406975355201,1.83939604111962,2.92577740783465,-2.54604180096599,2.49716224885513,-0.513347512118761,-0.39831344755159,15,1940
"8",-1.08684806229607,-0.190190501128237,1.34491174840346,2.82421568108477,-0.538507469156518,1.10064291050793,-1.93813967432523,18,1940
"9",-0.780700688823585,-1.63126870839833,2.62283482452513,1.57144544102989,1.26744177947451,0.703225272997151,0.299638843955628,22,1940
"10",-2.87686726520706,0.843219425104682,1.11363989183615,1.05315189781622,-0.461709712350822,-0.960483070531094,2.2402925023195,23,1940
"11",-5.80174001995973,-0.651021517151893,0.13177668686459,0.44014240365839,-0.954853319802212,-1.76661116319506,1.5137318761196,24,1940
"12",0.0852544658071729,-0.890962958563206,2.20734953138637,2.71422929140062,-0.248155747332021,-1.23052093391384,1.20318303117461,25,1940
"13",0.747116510379988,0.992010496288333,3.80070527691366,4.60090899251531,0.840593301144531,-1.05483538414585,0.418702929849459,26,1940
"14",-4.53042438184571,-0.100238712987839,1.02623989049722,1.28466386684614,0.78209908100987,-1.92760597055583,0.563225846381656,28,1940
"15",-4.38409877141572,-0.114451892993656,0.61844055963477,0.408715887193566,0.171837624144693,-0.936571095967587,0.725460304766022,29,1940
"16",-0.639413225390698,-4.76862058981679,1.5575651222922,1.71315999206007,-0.77953169051904,0.622685983149192,0.176232275592191,33,1940
"17",-2.13625701574643,0.38783332904469,2.01622810521626,2.85310689274374,0.595013362442178,-2.23588015601569,-0.0479641563079042,34,1940
