"","X1","X2","X3","X4","occ1990dd","year"
"1",-0.181222001967925,0.84487997859865,3.39011454847172,4.56700495083682,4,1940
"2",0.781937500949744,0.481640892686043,2.1525755559347,2.35410934906705,7,1940
"3",-0.0293631760287847,-0.069550381475561,3.69673672875805,2.53777152060454,8,1940
"4",0.642008008671333,-3.99638104764325,3.0937383396885,3.56279712904158,9,1940
"5",2.245319494748,1.76912512385532,3.99929193477872,6.55085830545564,13,1940
"6",-3.36386322363086,1.73592029484848,3.76188885222515,0.340051753991665,14,1940
"7",-1.93407807439012,1.83940798680024,2.92578053749096,-2.54608902232899,15,1940
"8",-1.08685942141449,-0.190200822590568,1.34492127945628,2.82421410795115,18,1940
"9",-0.780697028898262,-1.631260906659,2.62284730026406,1.57139639941076,22,1940
"10",-2.8768514500402,0.843226140973845,1.11362473302608,1.05317437186866,23,1940
"11",-5.80173271101143,-0.651019756163216,0.131748868439673,0.440200207833721,24,1940
"12",0.085260426962273,-0.89095911797956,2.20733337746365,2.71425779197101,25,1940
"13",0.747114988994152,0.992016596459267,3.80069817962063,4.60090968844183,26,1940
"14",-4.5304281263078,-0.100232160309875,1.0262220051386,1.28468577594162,28,1940
"15",-4.38409655524171,-0.114447950126588,0.618430216606847,0.408729558623824,29,1940
"16",-0.639408161229988,-4.7686235544032,1.55756583605185,1.71316497038289,33,1940
"17",-2.13626696240759,0.387836291351905,2.01620825838792,2.85314287897014,34,1940
"18",-2.80541257525331,-2.73346836888441,1.26845177325242,-0.510964388533485,35,1940
"19",-4.77334562795868,1.30200259881988,0.241183111697697,2.21428396338939,36,1940
"20",-0.52434285600602,-1.63013106504152,0.45156932957937,0.1865660423088,43,1940
"21",1.37946114478052,-5.72922506058293,1.28520696621465,-2.06865883200863,44,1940
"22",6.31272063945844,-6.12435024838414,2.94378714353862,-2.39158398933924,45,1940
"23",3.24809328046625,-16.1411056896075,-0.996694390107455,-3.90896266632593,47,1940
"24",1.11457494969736,-0.854102863364919,0.572595165421166,-3.59174645082023,48,1940
"25",0.0278272829511217,-4.3169792543396,0.0100761131602482,-0.348103774803403,53,1940
"26",2.58626139780066,-7.10834978030612,0.718069495791811,-0.130219808628853,55,1940
"27",4.06985135734303,-5.28495413935944,2.13460917461359,1.31035505397202,56,1940
"28",3.27132427456078,-8.81008613800484,1.12430375168652,-0.374645920128603,57,1940
"29",2.31172563575117,-5.17286763078398,0.924711195889414,-0.650259029689001,58,1940
"30",13.593477662659,-13.3469565370506,-0.496672181535613,-2.01510047262234,59,1940
"31",-1.99587166525656,-1.58739113657473,0.648208130207709,0.93428685992234,64,1940
"32",3.83265926418683,7.30204812001347,1.51173700909189,3.98540444150801,65,1940
