"","PC1","PC2","PC3","occ1990dd","year"
"1",-0.179712338915959,0.84691990814395,3.39820337753665,4,1940
"2",0.781228666023706,0.481197934364088,2.15792887177278,7,1940
"3",-0.0270837902885608,-0.068830774812273,3.70536651141307,8,1940
"4",0.644084418376182,-4.00169632390158,3.09944108357354,9,1940
"5",2.24970944371401,1.7744915228777,4.0102699319413,13,1940
"6",-3.36661705453554,1.73807519615871,3.76916436230842,14,1940
"7",-1.93581616647455,1.84051408234527,2.9325403636712,15,1940
"8",-1.08957821983712,-0.189895799899773,1.34703179047626,18,1940
"9",-0.781089881332537,-1.63400422469338,2.62746505064696,22,1940
"10",-2.88265770102433,0.842294688231759,1.11442799735642,23,1940
"11",-5.81130239335664,-0.655813111200439,0.131497551636407,24,1940
"12",0.0839093505014857,-0.893961281234571,2.21172847260487,25,1940
"13",0.748330101179894,0.993654841055761,3.80900227810746,26,1940
"14",-4.53699245438658,-0.103480731762583,1.02716531369415,28,1940
"15",-4.39104323030962,-0.117832991787023,0.617299999668833,29,1940
"16",-0.64042992811684,-4.7764580644281,1.55979100313385,33,1940
"17",-2.13806138277257,0.388196076165925,2.02111386434661,34,1940
"18",-2.80585205701576,-2.73612805872186,1.27091552726224,35,1940
"19",-4.77889040625022,1.30555925514394,0.24278496560492,36,1940
"20",-0.526249503625045,-1.63349086286029,0.45018139467543,43,1940
"21",1.38072633156296,-5.73817105985584,1.28464606102564,44,1940
"22",6.31864118651501,-6.13161233880862,2.94970918816684,45,1940
"23",3.25167024900985,-16.1606807041234,-1.00389739665021,47,1940
"24",1.11212235045456,-0.856610492336277,0.572819039594058,48,1940
"25",0.0266451349715409,-4.32498498374023,0.00747867329987564,53,1940
"26",2.5881395086513,-7.11911659790486,0.71749582005063,55,1940
"27",4.07321344066829,-5.29172920143111,2.13876551113663,56,1940
"28",3.27497024737037,-8.8228210090997,1.12475450544162,57,1940
"29",2.31126305190375,-5.18001093665826,0.925297567319513,58,1940
"30",13.6041822115041,-13.3654185006799,-0.500167035865703,59,1940
"31",-1.99968861983448,-1.59145750601233,0.64754842979477,64,1940
"32",3.8294924766095,7.3155747146653,1.51574049086416,65,1940
"33",-1.79572126181552,0.842673093302919,1.64062495621436,66,1940
"34",-5.76066723938102,0.99715453309471,8.28574053912505,68,1940
"35",2.26836497748267,-3.05050866936905,0.974183500645003,69,1940
"36",-1.15920501888686,-0.808563615753802,1.48176899666701,73,1940
"37",-1.83550027464645,-4.24420660892505,1.83434361381045,75,1940
"38",-0.775013365527743,-5.29851219951676,-0.826971942729639,76,1940
"39",-0.0997904167070938,4.42902968986298,4.21812607680442,77,1940
"40",-0.882812068954827,0.550032538384254,1.5834339300055,78,1940
"41",-4.16179682742059,1.04027543017964,1.51139673110322,79,1940
"42",-4.63782285333668,-0.63903921132826,-0.57110207663688,83,1940
"43",-2.91330017227925,-0.0540173026961392,2.989076811405,84,1940
"44",-4.41078821636432,-0.484935178714047,0.569945040355558,85,1940
"45",1.64752792156263,6.18552039460883,5.96814537551238,86,1940
"46",-4.91838736356554,0.272805479731849,1.23966384843421,87,1940
"47",-3.71672513467863,-2.50992323697689,2.24783388267053,88,1940
"48",-7.03426931528656,-1.13064645942691,-0.545017897763275,89,1940
"49",-4.99350984133914,0.433136329730386,1.1743869413367,96,1940
"50",-4.17642251374561,-0.511934977571768,1.18176328531059,97,1940
"51",-2.19481543963705,-8.43141397505969,-2.37850164715766,99,1940
"52",2.20600030733614,3.22315350908552,2.10834055578796,103,1940
"53",-4.54166181127126,0.0701699448523284,1.84523096721858,106,1940
"54",-2.11301549728684,1.49988993851994,4.62635939492988,154,1940
"55",-1.62901975488037,0.449699079886088,4.12919326860938,155,1940
"56",-3.2747628823792,2.26270080070789,3.69443710057108,156,1940
"57",-3.55389268371508,-0.109575277556007,0.276416349881737,157,1940
"58",-1.97807629946689,2.29921148685524,4.26127869085971,159,1940
"59",-5.59521609052668,0.394618427084902,0.315869057938447,163,1940
"60",-6.63752247387262,-0.782567608478631,0.0819002512012147,164,1940
"61",-0.569366845903102,-2.80724147464202,5.38141429280486,165,1940
"62",4.54550031638862,-0.334122878814281,8.38818345427598,166,1940
"63",1.02393263285884,2.37162716848582,4.97819263626133,167,1940
"64",-3.69725153133558,3.3385135827267,8.06137370594906,169,1940
"65",9.23082360175714,-12.2406873339658,2.76699437107124,173,1940
"66",-5.56410524816619,0.454656521981922,0.570372346497315,174,1940
"67",-3.88715279849078,1.13448686302173,1.83098677489663,175,1940
"68",-6.14827772878378,2.12280157081863,-0.865682626626514,176,1940
"69",-2.37187933195729,1.34411864274491,2.609272934744,178,1940
"70",-1.17834805284342,1.44963694079112,4.91563664941319,183,1940
"71",-4.23872990408803,1.83587048127059,3.25707094838992,184,1940
"72",-2.64607467174157,-1.93940170611024,1.02902194190297,185,1940
"73",-2.49685060945807,1.49341548215826,3.06951854922878,186,1940
"74",-3.23475667120039,1.4598184489607,1.65660581815867,187,1940
"75",-3.91983771180035,0.232170417817671,0.0342311694197324,188,1940
"76",-3.82245330144042,-0.353123416431061,0.679801778295267,189,1940
"77",-3.15341578993785,1.59511247928734,2.94678652204901,193,1940
