"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","occ1990dd","year"
"1",-0.179712338915959,0.84691990814395,3.39820337753665,4.57365595531766,1.27169408794273,-1.45036064406114,0.144196267694698,4,1940
"2",0.781228666023706,0.481197934364088,2.15792887177278,2.35732487643232,-2.43995204659435,0.153238210470955,2.38794676805356,7,1940
"3",-0.0270837902885608,-0.068830774812273,3.70536651141307,2.54272650015854,2.05348716762406,0.396568640690306,0.82077537585811,8,1940
"4",0.644084418376182,-4.00169632390158,3.09944108357354,3.57162033340388,1.45482789756544,1.87500755225397,0.889067121667994,9,1940
"5",2.24970944371401,1.7744915228777,4.0102699319413,6.56077206704574,0.99804818812729,-3.41294590831001,-0.346616236062259,13,1940
"6",-3.36661705453554,1.73807519615871,3.76916436230842,0.341214886093957,4.23734902653837,0.078043581822686,1.53911538099938,14,1940
"7",-1.93581616647455,1.84051408234527,2.9325403636712,-2.55302474506689,2.50335810662477,-0.517949055351855,-0.400020102275076,15,1940
"8",-1.08957821983712,-0.189895799899773,1.34703179047626,2.8299095191138,-0.53926295889151,1.1050035473602,-1.94097431311459,18,1940
"9",-0.781089881332537,-1.63400422469338,2.62746505064696,1.57383772565415,1.27074414449651,0.704735561989944,0.300694667567292,22,1940
"10",-2.88265770102433,0.842294688231759,1.11442799735642,1.05292488917182,-0.463890377965005,-0.963347635217452,2.24598328640793,23,1940
"11",-5.81130239335664,-0.655813111200439,0.131497551636407,0.437623866822065,-0.957683236184888,-1.76949140892344,1.52005027136405,24,1940
"12",0.0839093505014857,-0.893961281234571,2.21172847260487,2.71728046543571,-0.249537638200254,-1.23291955600308,1.20708336370361,25,1940
"13",0.748330101179894,0.993654841055761,3.80900227810746,4.60704386223434,0.841213019198476,-1.05655763446351,0.419344395036138,26,1940
"14",-4.53699245438658,-0.103480731762583,1.02716531369415,1.28422013736926,0.783682198620917,-1.93097000611441,0.565223235754186,28,1940
"15",-4.39104323030962,-0.117832991787023,0.617299999668833,0.407009762526855,0.171779879616718,-0.937869004360049,0.728210623260231,29,1940
"16",-0.64042992811684,-4.7764580644281,1.55979100313385,1.71708675588329,-0.779479721399942,0.625067461996148,0.178517889696595,33,1940
"17",-2.13806138277257,0.388196076165925,2.02111386434661,2.85640239097897,0.59557513845887,-2.23925399742052,-0.047467283536787,34,1940
"18",-2.80585205701576,-2.73612805872186,1.27091552726224,-0.509459732974316,1.89144515196104,0.958185596407528,-1.24203575988106,35,1940
"19",-4.77889040625022,1.30555925514394,0.24278496560492,2.21743794850094,0.291392145906121,-2.32076947548408,-3.36601112423806,36,1940
"20",-0.526249503625045,-1.63349086286029,0.45018139467543,0.184811688026891,-0.0567484260172648,-0.744606206256571,-0.16850352470491,43,1940
"21",1.38072633156296,-5.73817105985584,1.28464606102564,-2.07307876225796,0.503941320523157,0.752877218794167,-0.603534698024996,44,1940
"22",6.31864118651501,-6.13161233880862,2.94970918816684,-2.39152895094703,1.21506778572204,-0.239928241732023,0.255574799979516,45,1940
"23",3.25167024900985,-16.1606807041234,-1.00389739665021,-3.92034745444651,1.77982725960174,2.65332145677427,-4.59294817424073,47,1940
"24",1.11212235045456,-0.856610492336277,0.572819039594058,-3.59985431213933,0.0414070081926584,-4.14583484161246,0.712377523748347,48,1940
"25",0.0266451349715409,-4.32498498374023,0.00747867329987564,-0.350279914466925,-0.610221066237692,-0.076475423100347,-0.867411068074944,53,1940
"26",2.5881395086513,-7.11911659790486,0.71749582005063,-0.130803329385087,-0.331318975934844,0.231632575495347,-1.13791783711358,55,1940
"27",4.07321344066829,-5.29172920143111,2.13876551113663,1.31187889108883,-1.35056284406752,0.537457091568185,0.563346744777807,56,1940
"28",3.27497024737037,-8.8228210090997,1.12475450544162,-0.374345670902409,0.341450839593607,0.394247919970964,-1.63494441834923,57,1940
"29",2.31126305190375,-5.18001093665826,0.925297567319513,-0.654271523410717,-0.182848184870089,-1.79781893257235,-0.415179191261358,58,1940
"30",13.6041822115041,-13.3654185006799,-0.500167035865703,-2.02069067916727,-0.846837218286867,-0.222325896931124,-3.61315163666322,59,1940
"31",-1.99968861983448,-1.59145750601233,0.64754842979477,0.932420898700215,-0.251131452800087,-2.25081704843116,0.495918401071298,64,1940
"32",3.8294924766095,7.3155747146653,1.51574049086416,3.9916364569359,-8.12410861253599,4.64647730625141,6.05060378498047,65,1940
"33",-1.79572126181552,0.842673093302919,1.64062495621436,-3.24883206656937,0.940921857849363,-3.77590489703676,1.14240476600969,66,1940
"34",-5.76066723938102,0.99715453309471,8.28574053912505,3.59304349105159,10.1631318287746,0.00722566329076412,7.91889323486509,68,1940
"35",2.26836497748267,-3.05050866936905,0.974183500645003,-5.13039717425241,3.00792115242639,-3.70433712896158,-0.219821821960421,69,1940
"36",-1.15920501888686,-0.808563615753802,1.48176899666701,-2.21108312564593,0.763349172118144,-2.86801997873408,1.04405414273891,73,1940
"37",-1.83550027464645,-4.24420660892505,1.83434361381045,-0.149594326385564,2.69875426316616,-0.844263878083015,-2.3167585846306,75,1940
"38",-0.775013365527743,-5.29851219951676,-0.826971942729639,0.147707304202667,-1.60973020225394,0.152779089433181,-2.75507896503152,76,1940
"39",-0.0997904167070938,4.42902968986298,4.21812607680442,3.4999300481335,-0.415360299434062,2.10383141779151,3.23462078836655,77,1940
