"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"4_1950",0.00859870966547275,-0.0640289121656964,-0.314403898506778,0.121609992478622,-0.0993139038777489,-0.0753570948495515,0.0372079418489393
"4_1951",0.00408367024767948,-0.0917547183622318,-0.271318213927649,0.0734630358259703,-0.090049607735575,-0.0968445336896411,0.0337514999853209
"4_1952",-0.0155217173118347,-0.112095185255568,-0.28955318388123,0.0552982281566271,-0.00312125039106657,-0.216337743445734,0.103917414541368
"4_1953",-0.0239167278911928,-0.115736641336886,-0.300683330760952,0.067443165881841,-0.0186398956957826,-0.211492823016567,-0.0234979674285681
"4_1954",-0.0283942021987582,-0.117057269593714,-0.304006055409971,0.0288941231994815,-0.0293163067098971,-0.123269304491584,0.0235274797302864
"4_1955",-0.0122573860756373,-0.111265912075076,-0.281094745708227,0.0167457030876101,-0.0590915488373092,-0.138380185050281,0.0503179641064252
"4_1956",0.0113189526579403,-0.0972094599196908,-0.187462866173801,-0.0306713213304769,-0.0910478741341979,-0.0882338952707639,-0.0617932992287336
"4_1957",0.00356172556118835,-0.0915463530734363,-0.271912956730262,0.0102174244322408,-0.0811212894855985,-0.0822744896766122,-0.0302061746499742
"4_1958",-0.0468806259478391,-0.140309540581132,-0.242448659554519,-0.0193847122988534,-0.0337334901791784,-0.142205784345663,-0.0359358970795169
"4_1959",-0.053557600039807,-0.134774450238739,-0.247471006576038,-0.0428253586015149,-0.0436838598947845,-0.121234187199246,-0.0601288589080412
"7_1950",-0.0438287141393279,-0.0366913933785665,-0.118702149090138,-0.129007046210751,0.28939132929104,-0.715497695164004,-0.766924660074154
"7_1951",-0.00873698601628191,-0.0392289851547668,-0.0779051666124413,-0.123773360449217,0.224270210483656,-0.611618378226238,-0.698747062258998
"7_1952",-0.00520216653587279,-0.0686162960441613,-0.0887294165770569,-0.169819294196688,0.156254326554953,-0.555932715890261,-0.498530390102645
"7_1953",-0.0368483222541378,-0.0845907508832389,-0.147194603786012,-0.174455177511734,0.181624664287734,-0.598314885440534,-0.54897986951476
"7_1954",-0.0522812196323893,-0.0657620885892443,-0.167341851142943,-0.15405450719782,0.226787260760382,-0.639440258858662,-0.622644925485887
"7_1955",-0.0320871992048848,-0.090522382093477,-0.144264793670011,-0.176938894909237,0.167964653667017,-0.552263076837055,-0.541505199469264
"7_1956",-0.0105939302926796,-0.0347882535014634,-0.0945813302756728,-0.188163871760901,0.261064549990331,-0.602663413536354,-0.731188534600442
"7_1957",-0.0111985180639377,-0.0301404251647602,-0.0731785578423443,-0.162792932620099,0.251930284083011,-0.621006835642423,-0.716318447219842
"7_1958",-0.0572580333366057,-0.0860602810673057,-0.130013381325554,-0.207209004254026,0.177932825230952,-0.531930007436635,-0.624751122694835
"7_1959",-0.0325385218126111,-0.0893669289156924,-0.142076602197115,-0.210727699164318,0.161637007607014,-0.53348013200733,-0.55687941388821
"8_1950",-0.001561743967236,-0.0916390575596978,-0.0877557686704649,-0.220169273791103,-0.00165497072539677,0.0861321085728151,-0.0953849015105238
"8_1951",-0.00420016720692053,-0.0984442110251409,-0.0174235863406005,-0.211247957718151,0.0633740205327059,-0.0151021063495726,-0.230169470929211
"8_1952",0.0319339642809841,-0.0565897724565068,0.0214064411449698,-0.100062742307148,0.00456181345849433,-0.130920399283465,-0.0421448757595702
"8_1953",0.0291210908896639,-0.0595696624299946,0.00254213029141623,-0.113262273556964,-0.0348124172079488,-0.135574839853488,-0.0864589416834117
"8_1954",-0.0324376140840104,-0.13084464877472,-0.101319435793345,-0.210158010365889,0.00327382786786126,-0.0445411508148598,-0.021825619933962
"8_1955",-0.0420387593857629,-0.132237013273653,-0.0250759397648199,-0.230468167056198,-0.0487082620215808,0.0161585729614724,-0.0727269592420426
"8_1956",0.0138643034229095,-0.0724843631600951,-0.050191047767551,-0.212439418244036,0.0084140686323779,0.0636387275766586,-0.0887108365158159
"8_1957",0.0143472692227225,-0.0826194505801649,-0.0992264028027446,-0.111870221884279,-0.0525659718054318,-0.041505549887228,-0.132074827337593
"8_1958",-0.039553643092916,-0.114040465917741,-0.0436729990718385,-0.271142643390548,-0.00565161885715625,-0.117648341572207,-0.314898625745467
"8_1959",-0.0798327252081314,-0.0973495759472375,-0.0512793497475919,-0.323777726386909,-0.0658400633301581,-0.0804101521839362,-0.204156850339043
"9_1950",-0.0259440607315659,-0.11154702913903,-0.128159837091768,0.0595613119569137,0.104805244025043,-0.430098418126845,-0.372307030597721
"9_1951",-0.0283133819903739,-0.133946684020244,-0.0230277220283977,0.0639852746237803,0.0593800395750748,-0.25839887171015,-0.227138564815782
"9_1952",-0.040610213569657,-0.144652832233849,-0.113911676788688,0.0176529409304304,-0.00447050428961651,-0.370137944959323,-0.0816906181215852
"9_1953",-0.0430235610479917,-0.136096288307539,-0.154133530294252,-0.0900893844722988,0.108246510013024,-0.237842319914745,-0.0560067269415162
"9_1954",-0.0517405964545927,-0.13178894933966,-0.151432530340471,-0.0902487109933274,-0.0824133809300293,-0.243995137829334,-0.092116449276024
"9_1955",-0.0484309680379875,-0.123928561052287,-0.141048213998906,-0.117397492226801,-0.0121686757241313,-0.362605354564166,-0.264966199740883
"9_1956",-0.029035622336106,-0.116172778179285,-0.052334091725426,-0.0714744447086972,0.108190211841331,-0.394861297218672,-0.30920247599096
"9_1957",-0.0291347085156827,-0.113999170202281,-0.100942359741176,-0.135463119824318,0.0476970139528623,-0.398816326750277,-0.312578809017837
"9_1958",-0.0665248675330449,-0.109887149818589,-0.107802268510132,-0.235636115065921,0.0347800657508368,-0.201688187618826,-0.292838065506191
"9_1959",-0.0794990322987062,-0.0810369379981196,-0.0902705510883688,-0.221740117127258,0.136759694863084,-0.433231327354852,-0.409646743176479
"13_1950",-0.0073084946141628,-0.0620491116156119,-0.339534729846172,0.0938024535885865,-0.088186303693312,-0.018260550637083,-0.0378207882062152
"13_1951",0.0163579659692206,-0.0519068578868339,-0.279544247224354,0.0499834891957113,-0.165650592368692,-0.0106458415484229,-0.129134608858238
"13_1952",-0.0326264826438735,-0.0991896205519658,-0.319503071975313,0.0135142805838415,0.00404407258531224,-0.0975302712652145,0.00469452928167212
"13_1953",0.000911564754780193,-0.0768919297245629,-0.314885540038157,0.0460658569690114,-0.113266452033682,-0.109876221992245,0.00714799977902987
"13_1954",-0.0176558868477989,-0.0820865508950022,-0.336245637931385,-0.00646017374939573,-0.0352345186593188,-0.197401401654209,-0.143267103912418
"13_1955",-0.0312906777506109,-0.0642521482305458,-0.358780769600108,0.0460866549582839,-0.0132686761065204,-0.0444225731831995,-0.0592471355410279
"13_1956",0.000708579111758451,-0.0551985799078302,-0.328367624786455,0.0570690898245086,-0.137447292389554,0.0407477371814717,-0.0672007595875843
"13_1957",-0.00801415786874633,-0.0562663964187603,-0.337073846606411,0.0268027097911946,-0.064637116483911,-0.016264092197532,-0.0411895327684533
"13_1958",-0.0312435007137624,-0.105715866405944,-0.307992027411991,-0.0639805184138615,0.0131200958884173,-0.164558344551446,-0.044310841224646
"13_1959",-0.0312316934632222,-0.0914773741475808,-0.325791287847262,-0.0653905753618301,0.00135408153797195,-0.0904882103940321,-0.130446992581666
"14_1950",0.0356490083544447,-0.0136769550475892,-0.0744525833302314,-0.116159549949575,0.13393973471233,0.280036689920644,0.223555387839257
"14_1951",0.0518467908506286,0.00848419189737453,-0.0357259553607498,-0.0864280468556565,0.015491454531046,0.214373934957357,0.0759854438856483
"14_1952",0.0309639161655786,-0.0723651858569225,-0.0327994806985644,-0.00155933048775328,-0.0226441391093766,-0.115593025402379,0.0391990449323307
"14_1953",0.0159067957649545,-0.0792751309535783,-0.100896176710362,-0.0450313555112288,0.119602950511936,-0.150173383027113,0.309407691204353
"14_1954",0.00971347162271738,-0.0914171439505332,-0.109534669634303,-0.103183286586665,0.0475578730983034,-0.0617667922252727,0.195787169191638
"14_1955",0.0327809849673082,-0.0497391892358458,-0.0168781455619777,-0.137771388171169,0.0239594810450312,0.01156071534507,0.0957836322668312
"14_1956",0.0488732070249846,0.00752956698594175,-0.0230559707988021,-0.157724349296865,-0.00578643644705576,0.0667396128449565,0.100895404958881
"14_1957",0.0452082940281039,-0.00632034007395227,-0.0393700889979612,-0.117176325447542,0.0676955216321428,0.115745380486478,0.0906945418341351
"14_1958",0.0276050812750127,-0.0628597606286454,-0.077217106462415,-0.144450263962517,0.00412563630724616,0.0291697236293278,-0.017795592740397
"14_1959",0.0178955723402995,-0.0719211100876826,-0.0495729284538946,-0.198828636830475,0.0166831929618057,-0.0556011118736267,0.0824986638449902
"15_1950",0.0246770882135608,-0.0272427749352393,-0.229516321208415,-0.0501701547992098,-0.0495202397413537,0.0604321157665324,-0.0159254333439877
"15_1951",0.0379150506750034,-0.03531126012919,0.00613931809853462,-0.0707561591911095,-0.0264028356626975,0.056290727098831,-0.117704660313137
"15_1952",-0.0010683310814323,-0.114353032068951,-0.0941459103453358,-0.0538889685694166,-0.0579603477610037,-0.20407175949161,-0.063553037432487
"15_1953",0.0396885256752155,-0.0113832677307602,-0.0967276653299104,-0.165466379443789,0.0134603004820327,-0.247641291060777,-0.0402155104256746
"15_1954",0.0368242688682412,-0.0364717664964392,-0.150111326148291,-0.00854980461965036,-0.0990883467916719,-0.123911047769538,0.0396638040541596
"15_1955",-0.0121114378743128,-0.0869686604570113,-0.0627278236418041,-0.260402373280068,0.102035787976916,-0.200459857466666,-0.244119956008559
"15_1956",-0.0299909181551388,-0.108596053275035,-0.0677797727370638,-0.2612352591193,0.103382911034223,-0.214368307807013,-0.302393741520364
"15_1957",0.0296769170561783,-0.0425551418206542,-0.0426067510835124,-0.190248873817916,0.0568083810102285,-0.0814087118346614,-0.199546602848703
"15_1958",-0.0518074118021871,-0.106631551305555,-0.144494065764395,-0.317424425636755,0.102856208883929,-0.1563409869501,-0.177485785352636
