"","PC1","PC2","PC3"
"24_1951",0.0633288985231769,0.0727770547567548,0.0725039765382713
"24_1952",0.0549887559726541,0.0172908774395846,-0.00863548293810587
"24_1953",0.0538719969212937,0.0151324263093186,-0.0209048334648686
"24_1954",0.0456760175023403,-0.00591886609116807,-0.0552416248527381
"24_1955",0.046642078723517,-0.00439573014788792,0.0480402652902531
"24_1956",0.0603515628936593,0.0758091124756971,0.088378507023616
"24_1957",0.062355693770731,0.0889846128209206,0.0695070564795253
"24_1958",0.0304494996899919,-0.0448801728131501,0.0139391365598251
"24_1959",0.0468812794687148,-0.00361353851549198,0.0192277592165811
"25_1950",0.00414811663300232,-0.0844786475128924,-0.143988443859403
"25_1951",0.035202263553836,-0.0472263991448731,-0.0565528115175005
"25_1952",0.0131979047011056,-0.0852994284669318,-0.0587030727002979
"25_1953",0.0167778636107765,-0.0685529970532207,-0.138141519703627
"25_1954",0.00646674533350283,-0.0990464982487054,-0.124385953608608
"25_1955",0.00100910441064248,-0.0943901289967898,-0.183854659249214
"25_1956",0.0108596358977039,-0.0646987231595937,-0.022920756528619
"25_1957",-0.00526494662809701,-0.0687162583971774,-0.0916946897145351
"25_1958",-0.0483911977431789,-0.116853025732747,-0.188892239538415
"25_1959",-0.0434794406358486,-0.0974498899676275,-0.121207647719519
"26_1950",-0.0249551559119074,-0.0905156573463128,-0.296861870873007
"26_1951",-0.0156925615278296,-0.0968379912604952,-0.24546939430268
"26_1952",-0.0292404618533599,-0.112009649955061,-0.253537088123695
"26_1953",-0.0485738645918175,-0.127093117881607,-0.168075206119998
"26_1954",-0.0687971197580002,-0.130154453858536,-0.208532765033276
"26_1955",-0.0760293683878838,-0.0827761773149377,-0.225841922511391
"26_1956",-0.0232599174717451,-0.0751118746493459,-0.176417485438886
"26_1957",-0.0423453632615161,-0.102178658232482,-0.22564063079575
"26_1958",-0.114340055653681,-0.0153777465259053,-0.203977752179904
"26_1959",-0.0984178068773079,-0.0642714661842553,-0.1706571374277
"28_1950",0.0586966206167484,0.0227785953352253,0.00955107728008888
"28_1951",0.0370485454083622,-0.0485656799471771,0.0576641800211744
"28_1952",0.0358311477560948,-0.0544778372409028,-0.112755042813525
"28_1953",0.0409231133857619,-0.0469537661969924,-0.0375236065380914
"28_1954",0.0326735241138569,-0.056424727507746,-0.186727996212553
"28_1955",0.0395112730442717,-0.0485872114927269,-0.0804190753078235
"28_1956",0.0558765203653164,0.0186127654534517,-0.0157851058178283
"28_1957",0.052621966080652,0.00722184743764416,0.0489298308895293
"28_1958",-0.0232386022863981,-0.145445643275797,-0.0523519088593788
"28_1959",-0.0180501356585549,-0.136135543057688,-0.121424598074474
"29_1950",0.0573636123419954,0.0122264286678143,-0.000862810164754665
"29_1951",0.05218314115641,-0.00830067097343311,0.00441433604036225
"29_1952",0.0372984657742528,-0.0592969266753314,-0.00182206493851127
"29_1953",0.0538137722667552,-0.00250585145622049,-0.023984108707757
"29_1954",0.0493403773269378,-0.0133064409913207,-0.0572774978065631
"29_1955",0.0566918934492292,0.00739739230219328,-0.0266700083284133
"29_1956",0.0654441181434392,0.0605384335875193,0.0451121508880729
"29_1957",0.0607548341288642,0.0415935321538275,0.0522665356184293
"29_1958",0.0453980140189223,-0.020128203771659,0.00602891605785802
"29_1959",0.0453728564021557,-0.021329057021364,0.0173915714970623
"33_1950",-0.0146634340680649,-0.123878870664404,0.0534517289626538
"33_1951",-0.0354601770977548,-0.130533172098565,0.117275959633022
"33_1952",-0.0345795607705984,-0.153726007397432,-0.000426818623887699
"33_1953",-0.0500874882375008,-0.156077363252552,0.0236506645831552
"33_1954",-0.0620522927430437,-0.143296238710779,-0.116994013765319
"33_1955",-0.0501815213426388,-0.149878473258998,-0.133826190275621
"33_1956",-0.0577632257368296,-0.133574977003525,0.0195418997605533
"33_1957",-0.0545732277929109,-0.129170870520517,0.0427819772030222
"33_1958",-0.057713817400824,-0.147934324736759,-0.0713599743275886
"33_1959",-0.0688236780278587,-0.144964776740699,-0.0358071617809139
"34_1950",0.0235319403813182,-0.0506522813175373,-0.181390869811301
"34_1951",0.025465469951962,-0.0292933676841505,-0.179771412134666
"34_1952",0.0314903371905043,-0.047606998274863,-0.189626989382023
"34_1953",0.039664895883097,-0.0215555864037858,0.041375535262123
"34_1954",0.00296366697906283,-0.0995031007698951,-0.185757681859309
"34_1955",-0.0104256859577135,-0.0921427210664638,-0.158725356071818
"34_1956",-0.00631982671963559,-0.10542694442681,-0.0181359606856572
"34_1957",0.0317131318405959,-0.040896113476501,-0.169685154759784
"34_1958",-0.00832572902694329,-0.0896154253939341,-0.152714152205501
"34_1959",0.014186217852546,-0.079396740676399,-0.095149362052195
"35_1950",-0.00446407731182993,-0.0750575544665879,0.219151705359206
"35_1951",-0.00690628023210065,-0.0745556748915957,0.214959685230648
"35_1952",-0.000431698117527595,-0.090142154771642,0.177736689893784
"35_1953",-0.05045440086509,-0.103658104097428,0.177065248010854
"35_1954",-0.00787071225557946,-0.0920559845503097,0.128638005854574
"35_1955",-0.0318622032542163,-0.117033782480931,0.0786414133317778
"35_1956",-0.0303410538564733,-0.099605547297779,0.202667738675092
"35_1957",0.0251051333126397,-0.025417957480817,0.134650391653267
"35_1958",-0.0153919283326927,-0.101495797694449,0.133533215186778
"35_1959",-0.00738985624968341,-0.0723849502972862,0.0289808305162475
"36_1950",-0.0105477122738336,0.00315123575229546,-0.0131140824976348
"36_1951",0.0594148152136922,0.106396033385004,0.0672596056951223
"36_1952",-0.0340418195352082,0.00494281519825255,0.0523584446340192
"36_1953",-0.0574358150643098,0.0129153457723254,-0.199363797285201
"36_1954",-0.0773496335511094,0.177880645568895,-0.0317569506764127
"36_1955",-0.0814095501291125,0.155587254432441,-0.175581680500886
"36_1956",0.0427013671252792,0.113351669575716,-0.0024940477309998
"36_1957",0.0501876364805023,0.139883560943099,-0.00391592801900313
"36_1958",0.044739081684628,0.0916136451806964,0.112537519477743
"36_1959",-0.00531499838635502,-0.0261108194491676,-0.0695401707149763
"43_1950",-0.0610729232846516,-0.0410232091665251,0.0890954209728419
"43_1951",-0.0570282878847606,-0.0758912895014138,0.194924714748874
"43_1952",-0.0507665069905686,-0.0884409814169556,0.0674711928037593
"43_1953",-0.0830187879063068,-0.041316696062165,0.0543673474482129
"43_1954",-0.0653838685279011,-0.0805753948993173,0.0315323965895243
"43_1955",-0.0586837636271176,-0.0699702083639831,0.103193817650725
"43_1956",-0.0637727900803266,-0.0650169902562586,0.158969332957788
"43_1957",-0.0718987335696413,-0.010489486988679,0.0317951165447619
"43_1958",-0.0830017921964586,-0.0526885535071675,0.010068578035096
"43_1959",-0.0770293383820583,-0.0909271101392709,0.0116892988001515
"44_1950",-0.131668069651036,0.242506556573563,-0.00792297978483133
"44_1951",-0.149744479407068,0.0766370620992344,0.119204941017805
"44_1952",-0.160585792828559,0.109369263551503,0.0925033382047665
"44_1953",-0.153106138231971,0.0565728729985185,0.137436208634847
"44_1954",-0.152006821190311,0.231992367553971,0.0178248394611964
"44_1955",-0.134682364705016,0.285864660772797,-0.0338103702944195
"44_1956",-0.137140284943211,0.276270385152561,-0.0251110985116268
"44_1957",-0.143750940661452,0.269527057101984,-0.0149472120088545
"44_1958",-0.11624528967843,0.306561584312031,-0.0777993194163359
"44_1959",-0.0913035211152775,0.265434351315662,-0.0918748028644249
"45_1950",-0.1283549275897,0.00594209772385945,0.0621249088678179
"45_1951",-0.12850669285985,0.148903502760386,0.0105262692857146
"45_1952",-0.137486221978417,0.129120751764459,0.0641874449262675
"45_1953",-0.140850417872483,-0.0144971230577146,0.0628836936350864
"45_1954",-0.156302398060439,0.0599158034640657,0.0408811072385979
"45_1955",-0.151191713372856,0.210215817190169,-0.00380414410974555
"45_1956",-0.150753467911879,0.220718299215061,0.00418903669986708
"45_1957",-0.146401939316222,0.175094404877815,0.0101058819961435
"45_1958",-0.112406122460587,0.302951420164498,-0.0862811292106578
"45_1959",-0.111277026512396,0.297066035027759,-0.0871816529009706
"47_1950",-0.0911366039587834,0.232469538512177,-0.0752664621542262
"47_1951",-0.0859325030577099,-0.0119095480323211,0.0748709052389499
"47_1952",-0.0595868865421521,0.00398160492213856,0.187617521869319
"47_1953",-0.0733675976476642,0.0223136856378469,0.0337557751007606
"47_1954",-0.0514302433857229,0.062373162845409,0.0030796641087063
"47_1955",-0.132751275202957,0.067076949282412,-0.0203006571469019
"47_1956",-0.14273829910273,0.159917787434137,0.0470739872005262
"47_1957",-0.125122987746757,0.15975595626014,-0.0190823207782015
"47_1958",-0.1426944558613,0.14049141203589,0.0258306451677529
"47_1959",-0.0788227254565572,0.0484972994709956,-0.0949331806449727
"48_1950",-0.118392004029104,0.0361602996269257,-0.0576049435750675
"48_1951",-0.152026932059004,0.0758404553093223,0.0636106156799695
"48_1952",-0.146494741398013,0.0220493851381727,0.0315095161827106
"48_1953",-0.114090616479231,-0.0423346160133839,0.00818438901337772
"48_1954",-0.149815962966183,0.0935712252736334,-0.0228120839848865
"48_1955",-0.138469351451997,0.270114237936039,-0.0484061402069656
"48_1956",-0.137746295182534,0.254906964233135,-0.0277315703509615
"48_1957",-0.144825638908273,0.242403366659099,-0.0297108989308361
"48_1958",-0.126693501394451,0.303760036609775,-0.0714140790663517
"48_1959",-0.117632172883931,0.306505602064605,-0.0807796059767706
"53_1950",-0.112031978387631,-0.0422119088118797,0.140282375682545
"53_1951",-0.135689212419076,-0.00116989827968943,0.161997841404375
"53_1952",-0.135907076266984,-0.0220459446628518,0.14400638329045
"53_1953",-0.137907539088044,-0.00987283418432332,0.105169599697381
"53_1954",-0.148659878848959,0.013775786528937,0.0969892802492944
"53_1955",-0.159440248058781,0.195818111666832,0.0384213847561673
"53_1956",-0.154873300378002,0.124329238667394,0.0933565288477686
"53_1957",-0.136837744301539,-0.000915530271159373,0.111202660244885
"53_1958",-0.152885112949875,0.255143930968713,-0.0148520225404476
"53_1959",-0.138110223740034,0.296631725403571,-0.0529346060481959
"55_1950",-0.156636286987229,0.084051555128037,0.102533521997004
"55_1951",-0.0705329159549448,-0.0480043088613254,0.105675543358882
"55_1952",-0.122102445777822,-0.0305732790668909,0.0708476951471071
"55_1953",-0.0642429444185051,-0.0671259601499819,-0.164205099805069
"55_1954",-0.119019742241751,0.150386030279821,-0.00940262231250136
"55_1955",-0.140283456680826,0.267188595869136,-0.0207254817101456
"55_1956",-0.141688536971675,0.248613767662088,-0.037283099781173
"55_1957",-0.139902255637346,0.197807423952202,-0.0282429786740259
"55_1958",-0.123951765672494,0.306697115616398,-0.0681323872909824
"55_1959",-0.142165011393832,0.258104955499988,-0.0401049573745963
"56_1950",-0.126411278247761,-0.0165357226789667,0.0930111331687523
"56_1951",-0.142182330099398,0.132625808717367,0.0467966606692743
"56_1952",-0.152290205037048,0.0610717500557357,0.120454625780225
"56_1953",-0.14374892197924,0.0417053577403153,0.0323983591792628
"56_1954",-0.157650161022348,0.153110692319445,0.0116370169772119
"56_1955",-0.130280747430486,0.276155799113013,-0.0534148102704229
"56_1956",-0.152393528839665,0.189995014125264,0.0328548734647814
"56_1957",-0.15261547008091,0.181531033665125,0.024351838080746
"56_1958",-0.13969929747792,0.268633160169004,-0.041438814244319
"56_1959",-0.13595355182937,0.284163777079883,-0.0508674263330536
"57_1950",-0.156319432372552,0.116959611584505,0.0716159056778501
"57_1951",-0.157583186442193,0.134224648235764,0.101836226493093
"57_1952",-0.155744370372139,0.0627697861379177,0.119145724297025
"57_1953",-0.161395921342891,0.124996048245785,0.0750112467372846
"57_1954",-0.159770205849082,0.195850271117933,0.0256775665204976
"57_1955",-0.126672855417733,0.294779407354337,-0.049277658149129
"57_1956",-0.120031649538581,0.290514726498289,-0.0557639799897167
"57_1957",-0.13511101230589,0.282186914227993,-0.027683759797568
"57_1958",-0.120834391364801,0.304822653344793,-0.0688770678925817
"57_1959",-0.103272216316212,0.290117597413788,-0.0859546533004545
"58_1950",-0.130617814949685,0.0156435895420823,0.110700632335158
"58_1951",-0.138606021665576,0.06347228681047,0.108207164518
"58_1952",-0.136403395260293,0.0305408569088651,0.0956635500992447
"58_1953",-0.156914078621404,0.104538804700979,0.0721183946081343
"58_1954",-0.136918543100774,-0.0244714568467521,0.107516424299426
"58_1955",-0.150303833396671,0.0790167198037177,0.118947164132347
"58_1956",-0.15782497880563,0.142176918387787,0.0855704011037704
"58_1957",-0.144363519323234,0.0361784111187375,0.150423366624869
"58_1958",-0.147805162414805,0.181925177419373,-0.0132744669317129
"58_1959",-0.155642510641461,0.0981395702761695,0.0595586861899964
"59_1950",-0.0791681370262904,-0.135079461984633,0.0749721916985731
"59_1951",-0.152954414998025,0.144583867926507,0.0756002072801431
"59_1952",-0.112364722648514,-0.0655405201279996,0.14693411276742
"59_1953",-0.132942689983342,-0.0466453710113106,0.0968586297303182
"59_1954",-0.154235867294637,0.0461317408936542,0.0353631223094967
"59_1955",-0.156017381530584,0.21050562862696,-0.00812858115523635
"59_1956",-0.154013554662227,0.251121643692755,0.00438298141272066
"59_1957",-0.154341850291861,0.200612495962203,0.0109473263796569
"59_1958",-0.140621882659762,0.283436097068284,-0.0490814488441619
"59_1959",-0.117819632570746,0.305962928653415,-0.0810398087386868
"64_1950",-0.0281173589837035,0.0427775047102705,-0.0195476936086984
"64_1951",-0.114183976456143,-0.00589261191281504,0.0265150826196564
"64_1952",-0.120206656206799,-0.0166603127982684,0.0949814428277935
"64_1953",-0.00586055518381942,-0.00205820494559277,0.0589915707096092
"64_1954",-0.0925110940170055,-0.017821588700096,-0.0302295893071472
"64_1955",-0.120199668907009,0.274796932792964,-0.0548134728452277
"64_1956",-0.132681636003736,0.21010746916758,-0.021184977689947
"64_1957",-0.133550523521851,0.235375347372928,-0.0529898989028443
"64_1958",-0.122915114434326,0.296806617735324,-0.0746880438621895
"64_1959",-0.139351035334461,0.230751671442086,-0.0523712911577936
"65_1950",-0.135959026798822,0.102665716073274,0.00718013053183245
"65_1951",-0.120021982510174,0.128631105556763,-0.0456686995616362
"65_1952",-0.0773390948605134,0.0745311859754801,-0.0666152027173265
"65_1953",-0.0801456824167031,0.0453315376504799,-0.159128296342624
"65_1954",-0.117894653122248,-0.0322362662097365,-0.0423128852211298
"65_1955",-0.137238469456696,0.138319732704527,-0.0114298493236107
"65_1956",-0.0980311739158933,0.259723671402846,-0.08438262113303
"65_1957",-0.112206016280746,0.191019045447003,-0.0749616553500555
"65_1958",-0.121382223233642,0.258263745558638,-0.0783073506602099
"65_1959",-0.110336369951078,0.283836867105253,-0.0864081916973571
"66_1950",0.020837182646381,-0.00407648768038042,-0.0263787157999874
"66_1951",-0.00684607423295049,-0.0528159853304187,-0.0547208944655968
"66_1952",0.0272140168521205,0.0287866582556077,-0.111123853263688
"66_1953",-0.00432940049326497,0.120770097202661,-0.125951134036601
"66_1954",-0.00351446885567339,-0.0537714452429583,0.0241989388104344
"66_1955",0.0389630300753156,0.00656273345525535,-0.0329436578202938
"66_1956",0.0497627373186866,0.0914105688932357,0.0525680643033194
"66_1957",0.0420651526879647,0.0660971638958417,0.0250545013897946
"66_1958",-0.00106734894875756,-0.0392992589735948,-0.0858077849416103
"66_1959",0.0407374210167323,0.0216990929493146,-0.00408109533463143
"68_1951",-0.0255198458704489,0.0852493428423488,0.0210358642828175
"68_1952",-0.109182564344273,0.0991749208487381,0.0234712070200098
"68_1953",-0.120470959466311,0.130993922306754,0.0508103642999998
"68_1954",-0.128178080353808,0.100419247928136,0.0310578240710342
"68_1955",-0.0702918095303167,0.18637768526968,-0.0749667846387158
"68_1956",0.000513504402642237,0.0275304919384882,0.0758312702651328
"68_1957",0.00303275657924826,0.105720798197429,0.0334202401660495
"68_1958",-0.0902034477379,0.231782847293194,-0.075843612873308
"68_1959",-0.115063189835795,0.244038394042755,-0.050653659460682
"69_1950",-0.139585956210537,0.104163090751805,0.0211860133499719
"69_1951",-0.151087058302559,0.18102738961697,0.0300351438016006
"69_1952",-0.155676624652407,0.120654686888604,0.0656457790023218
"69_1953",-0.142319285529987,0.0736698227854823,0.0184206537199133
"69_1954",-0.151631223175012,0.076866218733114,0.053987310168201
"69_1955",-0.113991062532958,0.298161012432073,-0.0800661870644933
"69_1956",-0.120426422676942,0.292199240597932,-0.0659025578089096
"69_1957",-0.124506270006056,0.285929070078232,-0.0592528914598315
"69_1958",-0.1078106542718,0.288745612175141,-0.0848591156487977
"69_1959",-0.10478941751503,0.290598583716867,-0.0887674709466196
"73_1950",-0.0301048720156937,-0.0596241617579994,-0.0437942757141837
"73_1951",-0.0206824983271712,-0.037811205511557,-0.00674466309215816
"73_1952",-0.0250296601791174,-0.0681236928673188,-0.0378864582420482
"73_1953",-0.0351615320754843,-0.0734655477011804,-0.0758200781431834
"73_1954",-0.0460877384097153,-0.0725471510368937,-0.0542672455228615
"73_1955",-0.072965158295878,-0.00493799725609355,-0.0780697951620234
"73_1956",-0.0835752969781315,0.0505157652942788,-0.0253338829372241
"73_1957",-0.0772259417335241,0.0780810961360278,-0.0490733316148951
"73_1958",-0.101353713736783,0.0194295854363231,-0.0521059986804381
"73_1959",-0.117453638889852,0.065824585110477,-0.0520152974367785
"75_1950",0.0203156873274504,-0.077314847405457,-0.0133505820789097
"75_1951",0.0421639966274756,-0.00221150209412629,0.0443647168983214
"75_1952",0.0372238826588306,-0.033478437409896,0.00810156548230614
"75_1953",0.00228766887474982,-0.106624553869729,0.0409390310160176
"75_1954",-0.0174099241992144,-0.121993791641446,-0.0353653031716118
"75_1955",-0.0119438762778554,-0.116867736583355,-0.0719298925251213
"75_1956",0.0091987907417458,-0.088074689157284,-0.0203432691783926
"75_1957",0.0300758154492521,-0.0345341740499354,0.0301648937651554
"75_1958",-0.078599436181388,-0.118107361664762,-0.056751805859185
"75_1959",-0.0857625232143544,-0.0919940992411303,0.0309888116462865
"76_1950",-0.00822264397005531,0.0416208769016166,-0.262608413590748
"76_1951",-0.00912787204375905,0.0269730047093231,-0.127349407238337
"76_1952",-0.0411414406175963,0.111735468807853,-0.070069807501181
"76_1953",-0.0764804588533761,0.0637202204060432,-0.0636504443643603
"76_1954",-0.0502364910094597,0.193840548804455,-0.0733103966853201
"76_1955",-0.0839241423962189,0.229455655825241,-0.08271228807311
"76_1956",-0.0877753139274799,0.227299372204314,-0.0824434095768361
"76_1957",-0.0383228379809243,0.134319640150741,-0.0651785559352815
"76_1958",-0.103652991808054,0.0989750655601554,-0.0100470295030238
"76_1959",-0.100861474163852,0.0487799048905912,-0.0469506288698354
"77_1950",-0.0786760137055177,-0.087767723114611,0.0238193095375036
"77_1951",0.00699560949122616,-0.00646776364962625,0.0569986269384169
"77_1952",0.0221515950220398,-0.00385965120221079,0.114432688711806
"77_1953",-0.125276583346063,0.168523953819006,-0.0499622232632758
"77_1954",0.00844786071591305,-0.0231038651782285,-0.0457840235344118
"77_1955",-0.0881900356829037,-0.0174892423777719,-0.0872559150090952
"77_1956",-0.128640806137229,0.0177325475482646,-0.0182539217412796
"77_1957",-0.0252116108722449,0.00564082126575992,-0.109986779245602
"77_1958",-0.136242561489525,0.111081991817064,0.00348851015608718
"77_1959",-0.136759028061779,0.115543869949883,-0.065163574279256
"78_1950",0.00042583484276633,0.0618999283278683,-0.0850908090083014
"78_1951",0.0259594300290012,0.0763169858129595,0.0131243035007891
"78_1952",0.0242884094756083,0.0369626426673816,-0.0365144825191971
"78_1953",0.00790712529822195,-0.0182549611424452,-0.000926882335574858
"78_1954",-0.0226980846402638,0.0427115222563448,-0.0476870668613732
"78_1955",-0.058561624875777,-0.00369386774011548,-0.0556986694006591
"78_1956",-0.0781406380270529,0.120741415793967,-0.0675642622090711
"78_1957",-0.0886980095325445,0.201016223720532,-0.0867637618001435
"78_1958",-0.117133870547506,0.285736934644971,-0.0787826318307872
"78_1959",-0.124098696381069,0.291726733296271,-0.072039960079479
"79_1950",0.00446173136463584,0.0823237924986122,-0.0367954723897869
"79_1951",0.0264479418866979,-0.00718822033814088,0.0535171332289025
"79_1952",0.00870073202808654,0.0407902310384007,0.100985445263743
"79_1953",-0.0581417327478758,0.110254623515876,-0.220000734695738
"79_1954",-0.0787666163955348,0.21406981254973,-0.0809548600168958
"79_1955",-0.0290785184930928,0.00089747085013702,-0.0549208981433237
"79_1956",-0.0442854136838517,0.0629002763348114,-0.0794260482546881
"79_1957",-0.0217097090872764,0.0279499916797757,0.0604394548604756
"79_1958",-0.0491425196657421,0.109732340511093,-0.195486740924091
"79_1959",-0.0918067850559086,0.0374877974880687,0.0816029260506486
"83_1950",-0.0291942627039587,0.0150488098600472,-0.134029071276759
"83_1951",-0.00676732657817295,0.0671749664589653,-0.0378559047888351
"83_1952",-0.0677325649695065,0.0909757199964936,-0.174419355372509
"83_1953",0.00402818967305244,-0.0222204667855233,-0.119880976401193
