"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","occ1990dd"
"1",-9.47963217065614,5.07946390986021,-8.05420520295244,0.841487047193297,0.197913024612066,-0.951218973361501,-1.45571196097863,4
"2",-9.38098872591617,5.75204123904176,-4.31630125528607,-6.48602594962473,-2.16154509718128,-0.0169247840431765,1.05322196839952,7
"3",-2.50148080620386,4.17808386853569,-3.53882550268763,-1.81333307264965,-1.63069867633783,1.80605760181053,-0.555865649754504,8
"4",-9.42211246983352,-0.0711167282400953,-3.77092711573588,-3.53601839240451,-2.71528023868188,-1.02087540769837,-0.295989284922182,9
"5",-11.8682549419454,7.59542453988831,-8.38414899303117,-0.446255319263328,-1.21342378982348,-0.805478179366126,-2.93911136878586,13
"6",-0.612183744637918,3.49780920939875,-0.116686074345664,3.00390794679515,0.832648430648812,-1.74609210761654,0.389728715573956,14
"7",-5.17117465293427,5.71767679595499,-3.1578198942168,0.474056658843441,0.23886308577074,2.28470040627398,1.56343155785854,15
"8",-5.92003550054386,0.444313644633421,-5.54710741247068,0.7654984872878,-0.0666383687194889,-1.60270284685518,-1.2520261835224,18
"9",-5.55565574299535,1.04436025483312,-1.68859962802219,-1.91874394935226,-1.02862962333384,-0.575913147780444,-0.0248728650490445,22
"10",-1.51659506898338,5.19738215739299,-3.04398298793421,-2.98721051510364,0.22343335117608,0.594409275175818,-0.745200463662339,23
"11",4.1647126480639,0.97239307270909,2.02394983674803,-2.19975735308368,1.9178536936213,0.0724049224310554,-0.698184468833482,24
"12",-6.74769049679434,3.01545094638967,-4.25644728667408,-1.33928163352218,2.01736218430732,0.969491860394571,0.64966735725371,25
"13",-11.5302163545964,4.17935695097283,-5.95304503287701,-0.647352075571401,-1.52538960757064,1.72204758557641,-0.125609088867071,26
"14",1.84248015278838,-1.98169872112461,-2.99389403137776,1.00544017612454,2.66931705795188,-0.213648445198923,-0.383016560219292,28
"15",3.73647901633028,0.819380048370539,-0.989231951834529,-2.56261540948499,0.463268498823842,0.752258056093734,-0.536789179785693,29
"16",-6.39265581789401,-2.72738397905708,-2.74998827023887,-1.29328308913133,-0.250913616121342,-1.74371592666294,0.863011748593589,33
"17",-4.53336631379321,1.3846748786334,-5.35529813336677,-0.645138230774659,0.669168213615054,1.82875101511288,-1.1635997483657,34
"18",-2.74200356103969,-2.23486650433248,0.68945854516754,-2.4862835892523,-0.316296351145929,1.1029326891383,0.34180750058098,35
"19",3.05359056071019,2.43055963796528,-4.36182729280986,-5.3109903718162,3.63476339621793,5.5716262913783,-2.61162597075979,36
"20",-6.3909103692532,-1.50260967313345,2.19857247480756,-3.43758298147331,-0.0693968065055964,0.205505752913238,-3.57824190265573,43
"21",-7.61277786871443,-2.37120584766822,6.55198087140362,-3.54212690684544,-1.11008760085976,1.05129633028864,-3.05994069859619,44
"22",-9.81805278821112,0.590128784157317,6.26048938296327,-4.28466241975916,2.75356407276617,0.315101779712537,0.307504585861932,45
