"","X1","X2","X3","X4","X5","X6","X7","occ1990dd"
"1",-4.91495133775417,-9.07998540573612,8.40208003266832,-0.503213978208796,-0.277932909231999,1.36924935527099,0.790426508359592,4
"2",-6.59980819861456,-6.3832186880873,2.88563333775922,6.69131532295111,5.452283171068,1.20287067802112,-4.97571940505796,7
"3",-4.29547013298917,-3.82691071736197,0.39549998850478,2.23237747944164,1.79389029445539,-1.02826534689883,1.81704409309457,8
"4",-8.20813614311427,-4.32652139764491,5.05337058551655,4.08563356827471,2.32174858706952,-1.20741689446588,-1.92947589264332,9
"5",-6.97276300690848,-12.7385932126689,8.71351677072654,-0.294733247943044,0.529301507967278,-0.69175233810441,4.50963416304986,13
"6",1.57960307806009,-3.15305556756672,-0.757859700861034,-1.70065040427267,0.62498516015455,1.14418081592706,-1.04694755861776,14
"7",-3.078884323955,-5.38403314986589,0.551021183300483,2.20086065726573,1.48941883607251,0.822651384596842,1.41976304483198,15
"8",-2.54657998463233,-2.30505408946236,5.74822089809284,0.350800869146413,2.25770529064127,0.909550051743961,-1.18509864196948,18
"9",-6.86282047341312,-3.3255037477376,3.15033672399985,1.56370277324062,1.20228467655524,0.917533216429283,0.549399029473068,22
"10",1.76740241311099,-3.60854030183102,1.62445629325011,2.36808814225836,3.01650907450207,-0.921392211670727,-3.81908739315363,23
"11",5.73233609244091,1.42837645255195,-2.44645823869902,1.98598561473915,0.480089948245222,-2.95452775686375,-1.40493344403395,24
"12",-3.75054596913473,-4.82918322972892,2.91803161197066,2.39033091199204,2.84560535894169,-1.77460198143312,-3.24150675212149,25
"13",-10.802740578347,-8.74251810111875,5.07025587376501,3.42124254212557,1.60454782377758,-0.559105902379673,-1.53501483172585,26
"14",2.91588379232783,0.367139088160235,2.42227019921248,0.142379047071707,-0.436595891753392,-1.46016500932786,-0.666377258973111,28
"15",4.89030433628738,0.302070602824599,-0.786991544877666,1.60145166770126,-0.0201684250565218,-1.69791102208536,-0.270473681364529,29
"16",-5.88617300643172,-0.43096457871401,5.02175186626862,1.58013383765474,0.631483936661441,-0.0329932724851964,-1.13288018830284,33
"17",0.243157952434664,-4.03913835318701,2.5054329842715,-2.04160755968096,0.172928199277292,-0.311173081468448,1.71537337371313,34
"18",0.943243932962033,4.08381215623729,-1.4694608533452,0.627206247429706,0.379138392474136,-0.837392442567086,-0.108563504494485,35
