"","PC1","PC2","PC3","PC4","occ1990dd"
"1",8.77700078799641,2.34135915331778,-6.80496141791053,-0.366624772967958,4
"2",10.460995263159,0.500096633763187,-7.36374930723714,-0.68654014441738,7
"3",15.9860894882112,5.57050935902043,-5.14620570617189,-3.33354947488595,8
"4",16.9933034719632,-0.144571201916263,-7.59086826065205,-1.27531232457739,9
"5",10.3507016025661,2.86970753860623,-8.84624682547683,2.23199998883739,13
"6",16.3279303808278,10.5126744684847,3.0127016333457,-4.54115256605896,14
"7",13.8503509402653,5.81655328110692,-3.43887729766198,-5.36005446225124,15
"8",2.90246936981046,1.32544508226597,-3.39191353253293,-2.8073988475697,18
"9",8.9280451610092,0.0764331864651698,-2.87543236194455,-2.61478322105272,22
"10",0.535918562189292,1.11008422462659,-3.69618647716758,1.26709361912891,23
"11",-0.661967799654951,1.53395318562617,-1.12077434522722,1.2464774284666,24
"12",8.07229954343872,1.59355520609162,-4.95907050938739,0.65994977908845,25
"13",14.9837414686738,-0.380660754089828,-6.29831895049021,1.0538602419759,26
"14",-5.76727835644334,0.466524115142307,-0.980241448499158,1.09559908660111,28
"15",-1.82496430428085,1.05364376029295,-2.88084119197263,1.54097693964893,29
"16",2.14439742755761,0.676425000224157,-4.44867935543406,0.967600856645316,33
"17",-2.01904403193369,0.816059329884743,-3.91571233067234,1.24449614592458,34
"18",-0.220098424581961,-3.26180377268085,1.78355795952005,-0.796021795816326,35
"19",8.52601224935153,2.23325626846203,-3.85320318100679,-1.41472204111843,36
"20",1.58015718181121,-2.1886672450458,-0.154413018353084,1.69039250049929,43
"21",12.76208187076,-9.00148038809602,1.95674869762427,0.277742708849399,44
"22",19.0467660212168,-9.75544583138225,5.89050035495077,2.85439641686377,45
"23",1.20209069822889,-4.42846164564982,-1.02302314987434,-0.0525282674083221,47
"24",17.0129125636579,-7.73833541021274,2.39887443996534,3.18985193362397,48
"25",8.56501052977084,-8.26979809397601,2.3259994864298,-1.17449932976716,53
"26",8.38461285875171,-11.1589129172335,2.79099308252246,0.203746186818441,55
"27",15.163198135423,-5.17896775517469,-0.844269450854619,-1.05402197922562,56
"28",13.1375619711384,-15.5916497066624,5.7221039802611,-0.780741528478477,57
"29",6.66150776016735,-8.91828421316276,4.34278730190685,-2.1137185871399,58
"30",10.5393257135446,-5.61710545991007,1.38028473769738,1.16748264659444,59
"31",14.9926384297898,-8.39385497252494,-0.160355704229077,2.91938523750502,64
"32",12.7637313413981,-3.11749827515093,-2.43678903732367,0.719748001964001,65
"33",1.84982598270132,1.60181765753531,-2.12833701756291,0.706857564853529,66
"34",5.67479368205894,1.1612770791916,1.47719620302103,8.06580875971782,68
"35",9.06421634182125,-1.86667618480801,6.54520203085964,3.68034931720428,69
"36",11.7267672525324,-1.21196439507704,5.06396059948944,6.47646125955499,73
"37",10.4615900280086,1.48578520013569,1.55486828774079,0.494698249559208,75
"38",15.856163377672,11.4914542151891,16.9778030764056,11.5766406928936,76
"39",6.14597198845684,0.240680205567707,4.08724414613255,3.85417075362103,77
"40",14.3741115850029,2.57819187473726,7.57972011461307,6.37410837877614,78
"41",5.82526857874398,0.141212778854252,-3.11995077250064,-1.02688398363073,79
"42",9.93157333758056,3.62426524099789,3.85632533804965,1.80935156665098,83
"43",-1.48999569541449,4.08455794181249,1.03214675253689,-1.23118736312834,84
"44",-8.49423171142,0.936007072500161,1.54940732069922,0.786829296052033,85
"45",1.04789891117708,3.51140292076336,1.37447918080946,0.294954346198356,86
"46",-9.1814590110521,1.2144616511731,1.07888418366201,0.735756238459114,87
"47",-6.62782833745622,-0.120490050308194,0.832410334625744,0.185325235684209,88
"48",-6.5843390718221,2.0899022766408,0.782686659688202,0.498289441190743,89
"49",-4.77244461663319,2.63312710254295,2.25828024655898,0.198076735048746,96
"50",-0.616999687286513,4.31714632695182,1.63171024943184,-0.941854206897854,97
"51",-2.18596938714972,5.56626989300705,2.39489062149958,-1.89147217732717,99
"52",-6.68658027145793,3.68918359421943,2.05606875979136,-0.412938272828903,103
"53",-2.63544905339418,5.27086345784742,3.15272203373569,-1.23547995034239,104
"54",0.687129957189987,5.89590320479172,1.2167885168789,-2.44305604669146,106
"55",5.52711003232884,6.44212087262343,4.32065101996717,-0.673977376219689,154
"56",-1.58966343616712,6.31739583792806,4.96793241770911,-0.979701946726403,155
"57",15.9778720875676,13.4070659237068,10.4791640644106,-0.697659100927295,156
"58",10.7079869589814,12.0514502213611,9.48120434901781,-1.5517793951172,157
"59",1.23929219688887,8.46226327539953,5.18155064898014,-1.56810280754664,158
"60",7.11786237058244,6.40103155818766,3.48345689967723,-1.64650099257336,159
"61",7.44640540465457,7.34885689229077,1.48789717156075,-3.81670010115842,163
"62",8.03126089801238,5.39373443508072,1.93486954689919,-2.16758740261932,164
"63",8.9353312927207,3.07210151874376,0.495340682132438,-2.86447485949023,165
"64",14.3540447978006,2.46303139214427,-0.767289378342347,6.97402399948079,166
"65",5.26720012259658,9.70487755607236,6.81965247361494,-1.80909412480793,167
"66",22.4810647393146,4.02647654477803,1.85851512752388,4.70892084034139,169
"67",24.7168589472552,1.70988345786068,-6.96647291031626,-2.0767460252674,173
"68",2.99154271336786,7.76354982761675,1.81556993985132,-4.62761894925176,174
"69",10.9814767084793,8.25094058426466,1.4507070978026,-3.38238465062478,175
"70",11.7614719861538,3.1005610135735,-2.47217190302858,-2.21148620511375,176
"71",2.12701695994802,2.42761727259674,-2.98258999082772,0.152085014818077,178
"72",3.98430968441463,2.31633783415512,-2.51091391488174,4.36329823257831,183
"73",9.3097458847557,-1.25615564389745,1.66222558477131,5.16826476524389,184
"74",-0.758640396841259,-1.0938459697319,-0.490236209390134,2.58035021666097,185
"75",1.48696725499983,2.51926334780592,0.417232798511945,0.247852740512458,186
"76",11.4121486198357,3.76325971259381,-3.17518362316083,-2.02748039235285,187
"77",-0.638121099450802,0.0390598362839262,-0.258347738094077,2.3309334851908,188
"78",-5.01452389115579,1.19932303605416,0.418320414297512,0.767619372253638,189
"79",0.346621333239156,4.03231379880225,0.423941922554935,0.204271140378177,193
"80",4.10087270867058,3.02142135268843,0.00100082224444881,0.948270335826798,194
"81",3.72919433120509,2.72318652181655,-1.4569083695638,3.42560882265748,195
"82",-4.47610191757935,4.31924452611942,0.529409016978976,0.386274835485661,198
"83",0.189762998032342,3.37681697026492,-0.174815167973309,-0.36522282910111,199
"84",2.50088998679966,3.00583464272396,3.97640432415501,-0.408694354385098,203
"85",-8.37533347484762,1.4384948591156,0.790384836355836,0.798430517397228,204
"86",8.32937186057275,4.33140143937213,0.42869463488181,-1.5401487300646,205
"87",-3.13200409592022,2.15996654911015,1.21583706798948,-0.34285462928337,206
"88",-3.55461331327737,4.9267022559346,1.77522187535634,-1.71550052863436,207
"89",2.10611106483731,1.22900983015224,1.43215260809008,-1.16946779476471,208
"90",6.98781511913699,-0.509186343456092,0.254117773449769,1.53477488347522,214
"91",1.23805203265595,-4.96574276506306,1.30264084156071,0.350322476815822,217
"92",9.46804182544802,-1.63958110484597,-2.83514177446421,0.740971975657897,218
"93",5.95051318051438,-0.719102484418079,5.80270541090974,1.71404130876563,223
"94",11.5692959429577,-1.89006717886754,3.84820094551767,3.04320319146224,224
"95",-4.15799839456258,-0.0734297345386874,0.521658770645476,0.739253171728776,226
"96",8.02214013749089,-0.484448054498058,-4.20619653216737,0.0111451311205317,227
"97",0.295541152754868,-4.98179855307402,1.14427636454699,-0.475316851019127,228
"98",6.61943406626518,-6.53578261417979,0.552376583784026,2.36611653657598,229
"99",1.23965600244547,-6.80196701586083,2.32375180147622,0.882234340710858,233
