"","X1","X2","X3","X4","occ1990dd"
"1",8.7659148638648,2.33503363695882,-6.79129493519837,-0.3657916069385,4
"2",10.4489303756868,0.497909542848962,-7.34668171772597,-0.687169585368075,7
"3",15.969535363706,5.55442987895755,-5.13097663004844,-3.32770859320943,8
"4",16.973903535668,-0.148679189108401,-7.5726457059325,-1.27293832841893,9
"5",10.337963945519,2.86153260277618,-8.82872963714202,2.22806198055651,13
"6",16.3088820785206,10.486330358899,3.01216886596166,-4.53194983724892,14
"7",13.8353851426734,5.8010208954178,-3.42778098879463,-5.34925460792766,15
"8",2.90006778372947,1.32162790260591,-3.38340284168559,-2.80113401782231,18
"9",8.91791763043619,0.0737074388140714,-2.86787327172611,-2.61062611121454,22
"10",0.535187750598372,1.10931402186505,-3.68647193701849,1.26235126980109,23
"11",-0.659924963722678,1.53110043845814,-1.11660608513665,1.24330186009476,24
"12",8.06401416081573,1.5895538782282,-4.94589143887048,0.656412761882389,25
"13",14.9669689631212,-0.383455101515464,-6.28325069680352,1.04957262966075,26
"14",-5.75973483647464,0.468678855397425,-0.97925211694386,1.09415486923646,28
"15",-1.82231524908357,1.05247508467043,-2.87565881411769,1.53873308064111,29
"16",2.14247241976648,0.675187610835102,-4.43890257051258,0.967874759425206,33
"17",-2.01633628282198,0.815952674377871,-3.90877066589319,1.24339321501005,34
"18",-0.220652769058349,-3.25718389979231,1.7801224574711,-0.795353649924148,35
"19",8.51710389795748,2.22410182409032,-3.84122454643884,-1.41262062172345,36
"20",1.58040501327883,-2.18385738992144,-0.155273145757039,1.68507601074757,43
"21",12.7466986041503,-8.99095296221412,1.95095205248692,0.275425840230773,44
"22",19.0243815507558,-9.74338473109535,5.88221177181231,2.84595405984797,45
"23",1.20065238727508,-4.42029776599151,-1.01739614148852,-0.0509848303850094,47
"24",16.9926604927698,-7.7309453939523,2.39585455980704,3.18098031033019,48
"25",8.55473204698052,-8.25867018368649,2.32041699183253,-1.1746734830957,53
"26",8.373581643054,-11.1436957303983,2.78277217866248,0.20043079682331,55
"27",15.1456436880587,-5.17407698996885,-0.838632055116012,-1.05382796612614,56
"28",13.1201446265358,-15.570376116092,5.70816501231652,-0.783120607078459,57
"29",6.64955806538088,-8.90902572030826,4.33132407553779,-2.11295295429839,58
"30",10.5257785685769,-5.61280304242662,1.37814881495585,1.16485069124042,59
"31",14.9754734862357,-8.38384800495761,-0.159129571827439,2.90935975778381,64
"32",12.7505240236577,-3.11456164654249,-2.42972944282554,0.716262122757174,65
"33",1.84910417275311,1.59775946555953,-2.12306588843686,0.706128604042453,66
"34",5.66578636351307,1.15419232653792,1.47852853177995,8.04832732540789,68
"35",9.05232842482273,-1.86865117830708,6.53472481417944,3.67256703310251,69
"36",11.7142588357092,-1.21391932378422,5.0585194258464,6.46199979960591,73
"37",10.4514009501973,1.47804602547073,1.55790536207718,0.495226570515066,75
"38",15.8360192346562,11.4586066333985,16.9528770247493,11.5502214432711,76
"39",6.13643625272766,0.237735482768956,4.08351227029254,3.84508091559961,77
"40",14.359301028351,2.56691533168874,7.57205488261202,6.3613965309168,78
"41",5.81918789201967,0.138942787968833,-3.11267266095598,-1.02503131546055,79
"42",9.91946936783567,3.61337114769799,3.85218570304682,1.8060741256236,83
"43",-1.48793015259378,4.0777436326746,1.03061768885725,-1.2275037586628,84
"44",-8.48304716208596,0.937375048382967,1.54500704926583,0.785720429518756,85
"45",1.0464707354925,3.50317753708798,1.37398325673234,0.296076049959522,86
"46",-9.16982227466756,1.21510366844653,1.0754931266729,0.734997235244857,87
"47",-6.61968479639556,-0.11871606177142,0.828206723881911,0.185572337072552,88
"48",-6.57534231803484,2.08663067678842,0.781229889448109,0.496992861450724,89
"49",-4.76656301986813,2.62971242011627,2.25346545281385,0.198439888690966,96
"50",-0.615856098763276,4.30944334630081,1.6289444658259,-0.939217483514378,97
"51",-2.18237536640944,5.55712466844365,2.39061813811611,-1.88715019616791,99
"52",-6.67737968150868,3.68506378150249,2.05142946874317,-0.411723155572981,103
"53",-2.63237102546631,5.26151209079901,3.14532983556706,-1.23403587020115,104
"54",0.68664849535076,5.88442867140708,1.21555611405539,-2.43739481332508,106
"55",5.52018454157822,6.42786032388071,4.31475814971735,-0.671774339452122,154
"56",-1.5873994783776,6.30592956815761,4.95885602840433,-0.97640180906322,155
"57",15.9575083422299,13.3749134220435,10.4644550619122,-0.694824102731828,156
"58",10.6957676343885,12.0264895169988,9.46850576355936,-1.54788654634513,157
"59",1.23841466343349,8.44692861398016,5.17211975926783,-1.56380004971335,158
"60",7.10964866746054,6.38659071053772,3.47856394907618,-1.64274248192981,159
"61",7.43791679085583,7.33227085070519,1.48805408868024,-3.80801244235316,163
"62",8.02274553381605,5.3796628141701,1.93451070924266,-2.16257597682255,164
"63",8.92521663601186,3.06199244030667,0.496028898933367,-2.85887078407119,165
"64",14.3381548125701,2.45541250872599,-0.759176360305728,6.95765936336582,166
"65",5.26045668567424,9.6845410483626,6.80925235500014,-1.80372278726019,167
"66",22.4560364374591,4.01241026521052,1.86278401629138,4.70060774203997,169
"67",24.6914620310953,1.69911649636755,-6.94485089252822,-2.07532247616859,173
"68",2.98776998619808,7.74750563028511,1.81285971243072,-4.61727632034201,174
"69",10.9694477224389,8.23053611777613,1.45064259022293,-3.37371892799408,175
"70",11.7480453736697,3.09048763509556,-2.46519385128183,-2.20686641001931,176
"71",2.12376557659833,2.42137626041329,-2.97308065723485,0.153889030502301,178
"72",3.9786186168388,2.30942361792462,-2.50357255073083,4.35412828936237,183
"73",9.29705813929078,-1.26017871500354,1.66302654114709,5.15815717544288,184
"74",-0.756763296132765,-1.09064139073911,-0.491921563210238,2.57340819963972,185
"75",1.48427279396819,2.51423564487415,0.414911636754483,0.249521223901383,186
