"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","occ1990dd"
"1",-6.80560056899445,-4.4526364036124,6.66474195613681,-2.42280818996913,-0.729273768832201,-2.25763831998099,-0.934137803101089,4
"2",-7.56819881013087,-2.99273900682091,8.50418669792386,5.62994660124344,1.30381216072834,0.225296848581944,3.4024186222918,7
"3",-12.9663998548138,-7.9953778599442,6.21250932785257,3.27564093809959,-2.34187422351431,-3.98172349645999,-2.45060317460891,8
"4",-18.9081113560379,-1.52709470782524,11.7846187314603,2.53685212909979,-4.5835631335366,-3.80493589216429,1.44219308404538,9
"5",-8.32976590535982,-6.65466498278963,8.83960844214994,-7.11145548024656,-0.820187997585092,-2.36362597643139,-2.89494373408112,13
"6",-6.16843420113231,-9.27995906054969,-3.68497025603474,0.941892759714083,-0.57324530975811,-4.32433041093681,-0.731182404270772,14
"7",-8.81514773244619,-8.07234549628411,1.78325233177798,6.03439473562069,-1.20167245434987,-3.855089777878,-3.17052486430515,15
"8",-3.30894567609242,-1.86831816915436,5.08111075477123,1.87518593268325,-2.12268709018465,-2.70144017952868,0.838537126238965,18
"9",-9.6077011332536,-0.773677004222616,3.72804894810588,1.38575292600504,-1.20588687375436,-2.2597257036482,-0.285559926312969,22
"10",-1.88834869846507,-3.17639961962214,5.26007429323799,5.84631562909284,3.01419988201833,2.17183278096467,2.34307398645365,23
"11",3.269061218379,-1.2687174378852,1.04330582545746,1.99096914863841,1.15341174757944,2.25706432123684,-0.990055589942459,24
"12",-8.68717490499871,-4.11801830872876,6.87909084677189,4.25574984433039,0.856210904400184,1.46180042792886,3.77139624066852,25
"13",-16.8798048498841,-5.90650489747256,8.48425009782182,0.206828919973749,-0.220663117034784,-0.930044879445862,1.28114533937129,26
"14",3.88585911695434,0.712565876676685,1.15643440194595,-0.408621001324031,-1.32593251030808,1.24433668461379,0.691157629178843,28
"15",1.44219561695469,0.490947530862503,1.6176380385498,0.793296718453191,-0.566389609393157,0.617653536099954,-0.530369389825927,29
"16",-2.12196135306259,0.971724294695511,3.53796533569104,-0.507670822681837,-1.54016043235237,-0.429142275365378,-0.0654337980628911,33
"17",0.893429251227719,-2.07785099450336,3.37128908644677,-3.58112428065706,-0.141981541710566,0.148943287540884,-1.4624912495673,34
"18",1.128700567069,2.45892749343704,-0.211883825826228,2.01343735176709,-1.19917400637392,-0.223828492004694,1.0597216527782,35
"19",-4.87018561205896,-4.37690098450929,6.49287319659862,2.17548554540632,-0.289343212234558,-0.163063849288506,3.32552116521359,36
"20",-4.62603468445065,-0.607068036322567,1.76166414517382,0.697530453486052,-0.72673035515189,0.65723433402333,0.434740023748074,43
"21",-23.6180152824112,13.154084485804,-3.20672810731904,0.977186070280834,-0.640306218450664,1.03835460267781,1.74712459806159,44
"22",-23.0181528932507,8.87276784023472,-3.41341184075633,2.07679503486959,-6.05806216923299,6.02641344325257,-0.0164788954849357,45
"23",-20.6897784023007,7.25256495746804,-0.483495360622917,0.710635912590278,-4.7830945224253,0.236454022268071,1.26687018470983,47
"24",-21.6752564439911,7.5396711648965,-2.3231892143769,0.125992215483542,-3.29749498813651,5.24651246476887,-1.59544990267645,48
"25",-12.8997736976541,7.53778072822151,-1.03181744475759,2.08200284475691,-2.91430187085078,0.37979946669076,0.706182192306062,53
"26",-19.212598275607,11.2104932670554,-1.55933153956818,-3.01851053803245,3.93765935527394,-0.418850951368316,-0.822753256498529,55
"27",-20.6614386632361,9.4352474457301,-0.1045608205075,2.28792157699115,-3.29067134190782,2.49033449834722,1.93577948353453,56
"28",-20.1488272753896,13.5486106858356,-2.78292250129474,-0.886496510443174,-3.59044871717252,-0.00134677391345236,-1.08791014160345,57
"29",-10.4047977188803,8.71897020764103,-2.28755656908677,0.992973117271282,-0.974774698261863,-0.446636728473432,2.29942404506713,58
"30",-19.678247115748,6.94389292073418,-1.80067354643927,0.973807146928649,-1.29827244712039,2.12971200374045,0.196093274309232,59
"31",-23.3966266698722,5.87699338014021,1.58445764311211,0.133964762548185,12.3716340079587,0.457252705175103,-1.23859838676029,64
"32",-21.0425882952197,1.52393273874468,3.00776819633577,5.09925576992157,1.53009860323045,-0.624752124096016,3.62226807668937,65
"33",2.02845231939442,-2.29489023897752,1.50379412871723,0.893426423639011,0.948321805335238,1.63625140273582,-0.43277340302741,66
"34",-10.7683116493474,-1.48404872092968,-2.92772487885268,-4.83708435477228,4.6031798506776,4.87805393590715,-1.97128013287542,68
"35",-21.4327467759008,3.46689797439263,-8.00408337447126,-2.02572539112469,-1.1774462685429,5.8258911125137,-1.43284759612565,69
"36",-11.4273403840795,-1.11954694383922,-3.81916763990989,-1.22522235342249,-4.41730728547448,10.4155714095924,-3.15656678321515,73
"37",-7.06387128102876,-3.61868182894485,0.0109621335122794,0.785455415185018,-0.530193208086502,1.84479962749618,-1.98251311620777,75
"38",-12.2162888080216,-10.0497026287841,-9.30319874695174,-0.782666657545221,-3.13733222355487,1.3101889833346,0.791250524294078,76
"39",-11.7306280229427,-2.13296620062235,-1.65996403329602,-0.487014682125123,-3.61025072472999,6.33524533324062,-2.10218224677151,77
"40",-15.1475101139711,-5.97097714979338,-8.98052100957208,-0.552525192030937,-4.06511016009871,9.40154905841254,-3.56481036234272,78
"41",-11.5575368331666,-3.23075471895713,5.87635193765033,3.17399483907193,-1.65969758225351,-1.99417699705534,3.02683757113163,79
"42",-9.13695677777499,-2.91358744216322,-4.2058735321104,-0.196983182591541,-0.881184622606247,2.85815659845001,-3.64502998483623,83
"43",2.00438084346576,-3.60854907689567,-0.55624602461861,1.40476644973856,-0.34929906037845,-0.29863414725632,-1.71464998195831,84
"44",7.0738119102127,-0.278100075512523,-0.0732269197240619,0.412197522888278,-1.40305173514395,1.93976711408595,0.619523851224311,85
"45",-4.55540810991008,-6.20783198196091,-1.7375395854375,3.38248271806174,-0.390519877502871,-0.364383739167868,-3.23004003674399,86
"46",7.82775822448372,-0.521158780097207,0.685435760669008,0.0658819378442434,-0.639989549226501,2.2897475958273,0.166503923150639,87
"47",6.05175487873044,-0.818901769447508,0.866078068481673,-0.274404019147659,-0.739690012611803,1.1512244592187,0.21258285299405,88
"48",0.267094373372457,-6.23634607504939,0.735787021106778,-0.845048013089813,-3.26387220053221,2.62888161881336,0.951048293532519,89
"49",4.99749166984523,-2.22970635181679,-1.6275934792825,3.18320967851232,-1.380402167602,2.50281304513169,-3.32926865770291,96
"50",0.138094338735664,-4.71818740941349,-1.88485645382559,5.3070216948516,-1.08986408728173,-0.869447928919447,-4.6369540372255,97
