"","PC1","PC2","PC3","occ1990dd"
"1",-6.80560056899445,-4.4526364036124,6.66474195613681,4
"2",-7.56819881013087,-2.99273900682091,8.50418669792386,7
"3",-12.9663998548138,-7.9953778599442,6.21250932785257,8
"4",-18.9081113560379,-1.52709470782524,11.7846187314603,9
"5",-8.32976590535982,-6.65466498278963,8.83960844214994,13
"6",-6.16843420113231,-9.27995906054969,-3.68497025603474,14
"7",-8.81514773244619,-8.07234549628411,1.78325233177798,15
"8",-3.30894567609242,-1.86831816915436,5.08111075477123,18
"9",-9.6077011332536,-0.773677004222616,3.72804894810588,22
"10",-1.88834869846507,-3.17639961962214,5.26007429323799,23
"11",3.269061218379,-1.2687174378852,1.04330582545746,24
"12",-8.68717490499871,-4.11801830872876,6.87909084677189,25
"13",-16.8798048498841,-5.90650489747256,8.48425009782182,26
"14",3.88585911695434,0.712565876676685,1.15643440194595,28
"15",1.44219561695469,0.490947530862503,1.6176380385498,29
"16",-2.12196135306259,0.971724294695511,3.53796533569104,33
"17",0.893429251227719,-2.07785099450336,3.37128908644677,34
"18",1.128700567069,2.45892749343704,-0.211883825826228,35
"19",-4.87018561205896,-4.37690098450929,6.49287319659862,36
"20",-4.62603468445065,-0.607068036322567,1.76166414517382,43
"21",-23.6180152824112,13.154084485804,-3.20672810731904,44
"22",-23.0181528932507,8.87276784023472,-3.41341184075633,45
"23",-20.6897784023007,7.25256495746804,-0.483495360622917,47
"24",-21.6752564439911,7.5396711648965,-2.3231892143769,48
"25",-12.8997736976541,7.53778072822151,-1.03181744475759,53
"26",-19.212598275607,11.2104932670554,-1.55933153956818,55
"27",-20.6614386632361,9.4352474457301,-0.1045608205075,56
"28",-20.1488272753896,13.5486106858356,-2.78292250129474,57
"29",-10.4047977188803,8.71897020764103,-2.28755656908677,58
"30",-19.678247115748,6.94389292073418,-1.80067354643927,59
"31",-23.3966266698722,5.87699338014021,1.58445764311211,64
"32",-21.0425882952197,1.52393273874468,3.00776819633577,65
"33",2.02845231939442,-2.29489023897752,1.50379412871723,66
"34",-10.7683116493474,-1.48404872092968,-2.92772487885268,68
"35",-21.4327467759008,3.46689797439263,-8.00408337447126,69
"36",-11.4273403840795,-1.11954694383922,-3.81916763990989,73
"37",-7.06387128102876,-3.61868182894485,0.0109621335122794,75
"38",-12.2162888080216,-10.0497026287841,-9.30319874695174,76
"39",-11.7306280229427,-2.13296620062235,-1.65996403329602,77
"40",-15.1475101139711,-5.97097714979338,-8.98052100957208,78
"41",-11.5575368331666,-3.23075471895713,5.87635193765033,79
"42",-9.13695677777499,-2.91358744216322,-4.2058735321104,83
"43",2.00438084346576,-3.60854907689567,-0.55624602461861,84
"44",7.0738119102127,-0.278100075512523,-0.0732269197240619,85
"45",-4.55540810991008,-6.20783198196091,-1.7375395854375,86
"46",7.82775822448372,-0.521158780097207,0.685435760669008,87
"47",6.05175487873044,-0.818901769447508,0.866078068481673,88
"48",0.267094373372457,-6.23634607504939,0.735787021106778,89
"49",4.99749166984523,-2.22970635181679,-1.6275934792825,96
"50",0.138094338735664,-4.71818740941349,-1.88485645382559,97
"51",-0.109171326431645,-7.54480424121976,-1.9172533510028,99
"52",4.05860064898085,-5.34204991131307,-1.96862385990947,103
"53",0.141047036579792,-5.45553693221574,-3.74605370569329,104
"54",2.3171882485949,-5.4886314845798,-1.84985465778623,106
"55",-1.0580744961991,-7.41734926693467,-4.94711584025638,154
"56",-1.16614082274265,-8.12121155810829,-3.69952791719828,155
"57",-6.15409940091377,-12.4004939728682,-10.633656901818,156
"58",-5.63410822612062,-13.6117581992277,-13.198058377456,157
"59",0.0911280774366253,-9.1893577674965,-7.9423329463797,158
"60",-4.181341994732,-8.13485777676986,-5.32988514978579,159
"61",-0.0196988472057616,-5.54782793973949,-2.12432073960366,163
"62",-5.5585798342341,-7.62981904259762,-3.82703632087576,164
"63",-5.21376324324636,-7.84853305033637,-2.15224072413858,165
"64",-19.7533226805866,-10.3262633149238,-1.67456266604676,166
"65",-6.53113572446526,-10.7778370769979,-7.77919756854716,167
"66",-23.4402025885955,-14.8162664856555,-8.08197269715894,169
"67",-28.7947685792044,-7.00086186650338,10.6045311428377,173
"68",0.0946566945058078,-9.49135043892656,-3.96273756047458,174
"69",-4.65395103694695,-8.2949054889553,-3.34158279333324,175
"70",-4.18073481587838,-4.26686485921434,1.94454838864751,176
"71",-1.78055466789712,-3.70100107773004,4.4821693440099,178
"72",-4.31213297710418,-5.11581086074716,1.12343562875516,183
"73",-13.6764905153499,2.4370802525957,-3.12925567038521,184
"74",-2.04081782758133,2.6400395186081,-0.246557612631866,185
"75",2.14821772547079,-1.98662304522274,-0.525558743084321,186
"76",-7.95885340106178,-4.77671279410517,2.26896750398194,187
"77",2.34412667156834,-0.955364095466524,0.0280808563460641,188
"78",1.86862144034685,-2.26193769469453,0.923271981698981,189
"79",5.16691241198904,-0.926229760291648,-0.961237011698986,193
"80",-3.53396689803779,-4.870254818042,-0.174970023826581,194
"81",-3.23723132800334,-4.61468764822804,0.261867314543952,195
"82",2.40170968400781,-5.5743891435139,-2.99675925842464,198
"83",-0.162375909183952,-3.60102644897378,-0.687703930321741,199
"84",0.571998948336457,-3.14192815888911,-4.75358370699499,203
"85",7.45858164221426,-1.26759349206446,-1.59622850770803,204
"86",-2.32365297330931,-5.0961918884712,-2.15082606146085,205
"87",2.43254711685384,-2.3962247060056,-2.19372737879859,206
"88",4.15515478542408,-4.12610809396848,-2.64332104241296,207
"89",-2.20656561039956,0.767786130121483,-2.44343018507789,208
"90",-15.0504003043763,0.919950076654133,-0.280807717234753,214
"91",-2.10933898007098,7.73088811366366,-2.50474393813175,217
"92",-3.94035786633357,-0.452769994709988,0.884560862398207,218
"93",-5.51861555614371,0.350245971733418,-4.87095078300587,223
"94",-9.41626929874491,0.302845765266317,-2.08799161643669,224
"95",4.07053128972959,-0.196395927516345,-0.144230274884478,226
"96",-6.54200292991579,-1.1180406460947,3.98728850327976,227
"97",-1.64608105185681,3.38069962958479,-0.452583979891931,228
"98",-12.5996885158841,5.78941861354889,-0.833978269575736,229
"99",-9.81251785246547,9.08853975988295,-2.05747615774633,233
"100",-1.63500557813022,-1.80087397641171,5.79901104766953,243
"101",3.91996700927377,-1.69935007250884,3.6200064484194,253
"102",3.20761883433089,-1.32618666227938,3.30651610285806,254
"103",-0.550154623731748,-3.60244845604415,7.07234390505428,255
"104",0.928131280358302,-3.49284969180154,7.4606369071788,256
"105",-7.45791307961498,4.20233344467928,6.94750242031315,258
"106",6.9579254693618,-0.61002701926314,3.77982157329935,269
"107",5.00971912869168,-1.15057053568103,5.17640438714482,270
"108",2.27905858200989,-1.30080442051987,5.74735618588718,274
"109",6.61831232253173,-0.523658132480021,2.3286164637562,275
"110",7.71491511704751,-0.223237523453511,-0.40941400595625,276
"111",1.25418868366981,-2.20872098114997,6.49645499551592,277
"112",4.16166732699488,-0.019141925660023,0.765708167956152,283
"113",-2.46976777076672,-1.30376881345883,2.17935040300636,303
"114",-2.90388717791113,2.45603666853924,0.349451663817874,308
"115",4.09517110936009,-3.43867067731844,2.51520286386572,313
"116",7.16708742915494,-1.45335472953536,0.536064150010831,315
"117",1.93823499944759,-3.92345990553908,3.53569430042726,316
"118",7.07974687018862,-0.659037425272252,0.0172372704421493,317
"119",5.3717944665564,-1.06487451364852,0.840161558276492,318
"120",6.4971904727419,-2.63552025611767,1.74121644997261,319
"121",3.52279617864516,-1.1780937005846,2.63842649149811,326
"122",-0.384295361098563,-3.23872016849888,0.972260486656163,328
"123",-6.11304740456976,-4.85264404108138,-2.29719038324937,329
"124",4.69574036036641,-1.66729621085116,1.60128897739099,335
"125",3.67162356869498,-2.7486307392031,0.580026763100974,336
"126",6.22091930637832,-0.627177113400697,0.961289151897734,337
"127",5.05151045589383,-0.664862129167135,1.19814903870813,338
"128",4.64056781854356,-1.0459975836488,0.932631567005275,344
"129",5.50042080302823,0.33069584899946,-0.205106279591804,347
"130",4.35378475418581,-0.950361174693067,0.0881823078467346,348
"131",5.06073662032239,-0.205627520941728,0.450495138973632,349
"132",-5.44777492583841,1.55194609450836,2.65835634730309,354
"133",5.07056613511628,0.91645898982435,1.00934149800663,355
"134",-4.37432117661557,0.443504282805027,3.58027165398855,356
"135",7.2246398148553,-0.360753673000599,0.162501671666075,357
"136",5.09559319577698,0.216398671613882,0.861212745174087,359
"137",6.40540600769125,0.500944699308648,0.942975568853558,364
"138",3.85477051516606,0.393938465691284,1.27699981226431,365
"139",3.13549534581547,4.75376912635547,-0.948911169297071,366
"140",0.832254538851994,1.89626719340496,0.0735664374517588,368
"141",-1.92278592360941,1.22736788917916,2.40822190577124,373
"142",5.35172619680667,-1.07282588246856,0.77652329944,375
"143",-0.0708884223348799,-1.71821848948483,3.84038703975032,376
"144",1.78967922496809,-3.27222150017442,2.07972045549898,377
"145",2.90030709063095,-2.55677779582038,3.15287260337983,378
"146",4.44296714305231,-2.25429859199322,1.36615944363991,379
"147",6.47581116476423,-2.40372418652145,0.339994638371781,383
"148",4.43886521202906,-2.40519695997036,-0.918650099915221,384
"149",4.41457113135696,0.261316816858829,-0.349355681005108,385
"150",-8.05503428167373,0.977301250037475,-1.24562658554924,386
"151",-3.44184733524802,-9.30211507538877,-7.10437381160908,387
"152",2.90472383906096,-0.805539286450407,1.40640731078227,389
"153",9.07701535458843,-0.822479752371181,-1.72652829985367,405
"154",5.7112161600933,1.13633635060023,0.247969342653705,408
"155",-2.05472315496616,-2.66789798608192,2.33705551986672,415
"156",3.38336054878828,0.164860879355747,0.382047241959713,417
"157",-2.9359449968171,-4.36458142291421,3.61106167834097,418
"158",-2.21023314073829,-3.23282557181522,-0.251303312067381,423
"159",7.44337629430812,-0.436933129166469,-0.24959616220128,425
"160",2.53481323004932,-2.08819542398261,1.3323011301352,426
"161",4.14942696317178,-1.18431803015286,1.16744547079045,433
"162",7.32919901492261,-2.06706237613224,-2.42828956499377,434
"163",8.86841212246815,-0.105243209484041,-0.898040932161915,435
"164",7.00516039184463,-0.601112889605831,-0.819522351295503,436
"165",6.8805508068021,-0.352405558606313,-0.507005411671751,439
"166",7.18658034787916,0.148822938188337,-0.034586148441882,444
"167",8.20065114844481,-1.01372889840778,-1.33902469841434,445
"168",3.46181178053153,-3.6513148339363,-1.60725594812459,447
"169",-0.508950530641623,-1.14861527411846,0.567886417322453,448
"170",1.53201412659532,1.53854218489972,-0.899554063313807,450
"171",4.51713462412231,-0.313721532513382,-0.281808058221642,451
"172",7.10138686797397,1.50806453308984,-0.765171889683815,453
"173",-4.08696160856705,-2.29789800899569,6.82349504739734,455
"174",7.93604198688414,-0.265311939120562,-1.58002921590336,457
"175",5.92176856893847,0.301989617198815,-0.158403724590095,458
"176",5.06210877817309,-0.884650870368389,0.137204507690967,459
"177",-0.659056620189931,-3.03543861144493,0.357128097867488,461
"178",4.91031775138495,-1.81853929385088,0.0765569915387875,462
"179",6.65768252233486,0.919662465528768,-0.887887556096663,464
"180",-1.94468208451355,-5.46856652530989,-3.61718685027322,466
"181",4.90941322243902,-0.879803405574557,-1.9622887646093,467
"182",0.774061353011828,-6.9253185880952,-3.01664748884952,468
"183",5.3295230888598,0.707750241030694,-0.416024904585411,469
"184",0.472871902715012,-3.46380033879556,0.40845781310251,470
"185",3.63188685099717,0.497929906367267,0.890294942232337,472
"186",-6.17283082477384,-2.25614795195551,5.99557093447953,473
"187",1.86792392330201,-2.33521959355068,-0.499103609974459,479
"188",2.55932429512655,1.15527369908965,0.0390450167906704,488
"189",-1.91492028565888,1.20839568700398,1.51536199037408,489
"190",3.04113043997556,0.648455992056853,0.361380308223443,496
"191",0.971153656256234,-0.354532627914656,0.64120338892287,498
"192",-6.91324718605614,7.42713600629037,-0.299785547277996,503
"193",5.73353848938587,1.55841214966676,-1.33426165184125,505
"194",6.64946843688536,3.21175314584592,-1.72863989652913,507
"195",4.18775353084963,6.00082698800958,-2.94433068360854,508
"196",6.16235343699434,3.11644915380459,-1.48832336608448,509
"197",8.20489122934295,1.86496892102033,-1.47274583438164,514
"198",3.14394445870275,6.39198013694761,-2.75473275641396,516
"199",-0.275610399524075,6.20085197271205,-1.31431785610995,518
"200",1.42832311334972,3.97495299115822,-0.432863568537175,519
"201",-5.0560653336283,8.70337979634883,-2.29017373784607,523
"202",-5.08099185587573,7.93672206683754,-0.719167883029636,525
"203",5.1658059132605,2.69698729719651,0.275225075996986,526
"204",-3.36056257821223,7.04687355320759,-1.013851928797,527
"205",-1.72306375801596,5.46123776109347,-1.62594788475064,533
"206",-1.77148001115214,7.00909063796613,-1.65929554486474,535
"207",5.85075726067958,3.53913149977997,-0.712534855991951,536
"208",-4.08811355987752,12.3141102115995,-4.08276214276187,539
"209",1.6541893232187,10.3206114821662,-3.11599598278376,543
"210",-3.4272640018872,9.99739881556354,-0.992519773005205,544
"211",2.42558261134304,0.510535338609517,1.23573926562801,549
"212",0.36570272266225,2.89177456761915,-0.467120489796906,558
"213",3.49574549396783,0.811588912560526,1.27491874237962,563
"214",6.61850554769432,2.11515132452274,-0.920485987616156,567
"215",6.33839861492236,3.0985980488026,-1.94392640171624,573
"216",0.40817114931556,3.95584872096103,0.629633226680076,575
"217",3.50718376011076,5.08730697949177,-1.46662772024683,577
"218",4.23987966935302,-1.39120502563022,1.64490215995544,579
"219",2.96421045379397,2.42158022745719,0.338841141727186,583
"220",6.50114031142183,2.19309472671201,-1.17607348353817,584
"221",3.74196777289254,5.78310845722052,-2.12113950922564,585
"222",6.10461672815117,1.30672698780046,1.962656918851,588
"223",6.29454743386749,0.872640292210021,1.36382888130202,589
"224",0.124980941912408,2.65270252760065,0.861490007244473,597
"225",0.873610241946018,0.24945794203466,3.97521269236325,598
"226",6.06613567863949,0.619520526665157,-3.55190013492105,614
"227",-6.14691120224399,0.960576876581174,3.31386093066151,615
"228",1.37278972495742,-0.317949633664031,0.186177330522951,616
"229",1.43980482137615,1.4295643021644,2.23811870161082,617
"230",-5.93233520981025,1.88379797065814,1.38509029488336,628
"231",5.90812141677617,3.92885511218652,-1.55856066223291,634
"232",2.9904656848722,7.81651043484477,-2.77146272883841,637
"233",5.31900528480362,5.64901527657706,-1.86358109811289,644
"234",1.79889101440185,3.5037698076051,-1.15457605123034,645
"235",7.2921411545368,1.80826454685774,-0.917198915541997,647
"236",5.90067876206401,1.0122549033435,-0.794699623261699,649
"237",3.56149153495579,5.7803214920536,-1.95272046921729,653
"238",5.49916702929549,4.12411420595912,-1.4058064344123,657
"239",5.0808018842999,-1.00917632932199,1.14714251251824,658
"240",6.68505117943304,0.0800069610443526,-0.453107653989455,666
"241",7.75864440837398,1.44287448215357,-0.339678518872856,668
"242",3.83786295477684,2.77601249014914,-1.55453783472825,675
"243",7.29488939053535,-0.048108802876113,-0.189727090876699,677
"244",7.04041022073588,0.414247073649754,-1.71439472567505,678
"245",3.1655455672515,2.20927702793464,-0.305206451867397,684
"246",5.48768607115136,0.566872998773493,0.374135520445501,686
"247",5.28092458574837,-0.149379090088208,-0.538895339141366,687
"248",3.89925221919917,1.37605322679575,-0.0419275575121084,688
"249",-6.19576395633476,4.31938323649129,-1.05708327050555,694
"250",-3.07679896784306,5.04771720335391,-0.165352078439369,696
"251",-6.81295538586406,4.11528343488531,-0.907226550425142,699
"252",5.03981492655823,4.71918870589144,-1.22318405449804,703
"253",5.21238815427239,2.52998507121365,-0.544855354756542,706
"254",4.82081026082546,1.53276547946291,0.532450318645312,707
"255",4.86804689246792,4.71555468966993,-2.13572424014913,708
"256",5.55168663520869,3.09666712343828,-1.11885114291535,709
"257",6.63080660213668,1.23664555887965,-0.431109060916811,713
"258",1.12043387297346,5.28077031108975,1.08854138376359,719
"259",2.96744620604544,0.992221073740649,0.27910546888325,723
"260",2.66264582537816,0.35184515631773,1.24699186192632,727
"261",0.514661106963641,1.78660661264663,0.84233273188315,729
"262",4.6772451201881,2.20468077245654,0.38187779619281,733
"263",5.85315983970054,0.620910664437369,-0.0785185166271156,736
"264",2.25084697458164,1.45668867230187,1.0186196414004,738
"265",5.79610946543514,1.01291327630023,-0.566599666593862,739
"266",4.3390822277164,3.48663561352137,0.807284429835167,743
"267",4.58179620533973,0.80403182789781,0.895198810475087,744
"268",3.50229286919006,-0.657899151110575,2.12999839384048,745
"269",7.66967857493641,1.25804329292962,-1.03641313735647,747
"270",2.63994391704072,-0.299488746953868,2.97961938342264,749
"271",3.79414642202296,2.57448886911981,1.91329546026521,753
"272",1.42275207904114,2.67109509256943,1.51020546731352,754
"273",3.39198468738397,3.83458454149938,-0.365293795164001,755
"274",2.65570820963409,0.515811505714165,0.0446102404855111,756
"275",7.30567661980918,1.36504860309589,-0.603334894098171,757
"276",4.97196858644748,1.91229038082333,0.878961178300654,763
"277",4.08516178184096,1.44194073974968,0.395027623548543,765
"278",1.97087193988319,0.267740960133865,2.50614414665962,766
"279",5.05291336602997,2.10279982409137,-0.0714702991013573,769
"280",3.61964304521002,1.610088414167,-0.242241423160885,774
"281",7.0548962853583,0.498327364725861,-0.144211651280191,779
"282",4.84109348145602,4.07880909218539,-2.22218583640288,783
"283",-1.05701253610642,6.28526032702204,-1.93624027330403,785
"284",6.35926377681235,1.37147708687479,-0.685736443198142,789
"285",-0.789841519348365,4.42489180505352,-0.96794793217685,799
"286",-0.688362882073833,-0.230587801963105,2.46935798607883,803
"287",6.13177467453468,0.0678921383998941,2.52408469424067,804
"288",8.14847315589957,-0.053542679604906,-1.544515432002,808
"289",8.93895340590143,0.772783619425299,-1.12467704394997,809
"290",5.53561713484385,-0.627183173456231,0.766235735701181,813
"291",7.48140788804537,-0.597885560782353,-0.79806918877639,814
"292",4.3812987262934,0.0782453319249702,0.393963289165753,823
"293",-5.59521303409419,1.45874116625394,1.00127242063124,824
"294",3.47104692894922,-2.07836445254282,0.289679791498743,825
"295",-1.8091658567448,-3.30698915193124,-2.13855382727503,828
"296",-0.572624791300531,-0.870137268158867,-1.07900927277677,829
"297",-6.91094761400396,-2.06199009761477,4.31713437844526,834
"298",-7.31803463484953,6.02506347587658,-0.33593193548351,844
"299",3.12262940529169,0.939663604127113,-1.3610200952168,848
"300",5.19118929258695,2.31741181527012,-1.36679579477163,849
"301",2.57811063262723,-0.0832780279730487,1.47736517308735,853
"302",7.94849581352682,1.13215237156297,-1.11788621358972,856
"303",-3.52342885790606,4.21908480351972,0.539810453363978,859
"304",2.34608378692637,10.0145949544413,-3.7743903402306,865
"305",6.08493811342265,1.38304814489256,-0.613072253461834,866
"306",2.54127534733276,0.182644530142384,0.155922285087674,869
"307",5.89113771538878,1.43311699977521,-0.658017106954732,873
"308",2.63330108911552,0.206529406440225,0.859755114452958,878
"309",4.21654471727988,3.18079137768937,-0.749706026451307,885
"310",6.27578697985656,1.200615574104,0.468889922349615,887
"311",2.71964158949714,0.205386003262798,1.6290487749597,888
"312",5.05200236588728,1.4207596940764,-0.639072839075128,889
