"","PC1","PC2","PC3"
"4_1940",-0.00257797134665567,0.0439037462872015,-0.276662172270977
"4_1941",-0.00789375570100852,0.0601441980667278,-0.263648733141629
"4_1942",-0.0136099178651907,0.113219514467144,-0.187293811228629
"4_1943",0.00418156275766387,0.0995852377175111,-0.153878109329894
"4_1944",-0.0864912512854751,0.131034245435767,-0.154102311520045
"4_1945",-0.0908702012420113,0.0844870314002197,-0.234023520853752
"4_1946",-0.0662989992092051,0.0921152005980507,-0.256871278281343
"4_1947",-0.0823754107199607,0.069206057737395,-0.289208391500216
"4_1948",-0.0674305401896053,0.101057129706626,-0.269117058485093
"4_1949",-0.0590368417945693,0.0842430639003827,-0.29609254066784
"7_1940",0.00903251336394142,0.0116268823384923,-0.13066579082559
"7_1941",-0.0164864453784538,0.0125435157422423,-0.161389427377285
"7_1942",0.0322098404725878,0.0123947681163821,-0.122265779099417
"7_1943",0.00397823210739571,0.0561162306521549,-0.0800501435929026
"7_1944",0.00612219341965563,0.0780624479123793,-0.0994932995282997
"7_1945",-0.0341178954870669,0.06090458429792,-0.078826709068224
"7_1946",-0.0492342270068382,0.0290444767875483,-0.0795227920834593
"7_1947",-0.0620191671100992,0.0236259136507937,-0.125732837526055
"7_1948",-0.0027444278458031,0.0739801722906261,-0.138277632345079
"7_1949",-0.0645771027346902,0.0413617163554076,-0.174735322395652
"8_1940",0.0188721399356073,0.0611979121487375,-0.119607675436152
"8_1941",0.00713812019270914,0.101155797853776,-0.0876583699675443
"8_1942",0.0123292062924319,0.108103899457791,0.0276092872941851
"8_1943",0.0292593001812071,0.0592438541955933,-0.0501777515023292
"8_1944",0.0672429255321161,-0.00107186744476036,-0.0591312965044311
"8_1945",0.00487856981058595,0.0533318100320167,-0.145472232155993
"8_1946",0.0303392994777015,0.0257642790838394,-0.167086929611312
"8_1947",0.0224323419129276,0.034253199945858,-0.153627969955702
"8_1948",0.0403146434552553,0.0354672886926668,-0.161623364020751
"8_1949",0.0328368945064079,0.04488039385565,-0.174428862031372
"9_1940",-0.0475992593393971,0.0939054256035268,-0.082330333865118
"9_1941",-0.0738855416929198,0.0848091541156035,0.0183334736640918
"9_1942",-0.0780445543733799,0.0996959007761814,0.0647954984873498
"9_1943",-0.060673534676015,0.0928272718438305,0.0557703247313546
"9_1944",-0.0260157475684478,0.110897684214422,-0.0640441584115999
"9_1945",-0.0184091513815513,0.0984878716932566,-0.018178812069453
"9_1946",-0.0642999907250748,0.129465499412429,0.000963656246477877
"9_1947",-0.0611182765818719,0.130469062515112,-0.0976784687364314
"9_1948",-0.0209649707889806,0.105754057198421,-0.151631528860216
"9_1949",-0.0727791011140499,0.0898706613300186,-0.167946417228492
"13_1940",-0.0383802097787891,-0.00750381339236273,-0.301761858765889
"13_1941",-0.0231397526588558,0.0555962528933867,-0.252648272610879
"13_1942",-0.0284501645491017,0.0610159658461038,-0.259247420222119
"13_1943",-0.0150997328558604,0.0738428384468725,-0.215965555883655
"13_1944",-0.0377590519956063,0.0629231857008046,-0.270954263758475
"13_1945",-0.0384446814389099,0.0896611786134084,-0.177970796642794
"13_1946",-0.0813332739954498,0.0935034063357103,-0.209588542286347
"13_1947",-0.0712383992944468,0.0615146986429744,-0.23937183571855
"13_1948",-0.0909102132554992,0.050088599281502,-0.244540916077102
"13_1949",-0.0768437113914564,0.0293311554836652,-0.282780842190557
"14_1940",0.0546251806101298,-0.0604690241512499,-0.143648029366441
"14_1941",0.0620494027503706,-0.0230877599162372,-0.0844981998857579
"14_1942",0.0650148900806367,0.0289792155699243,-0.0191024180614085
"14_1943",0.070075258094202,0.0153292333528139,-0.00851076996642835
"14_1944",0.030807093745525,0.0901835180425771,0.00480031249231338
"14_1945",-0.0312467929783269,0.123804852897775,-0.124998043779267
"14_1946",-0.05168300548389,0.146799328094661,-0.0563713651440584
"14_1947",-0.00781496312140064,0.108438531892662,-0.122546823121918
"14_1948",-0.0158787007547642,0.132778731105659,-0.124639643502906
"14_1949",-0.034364185573164,0.115142868823353,-0.176793968454336
"15_1940",-0.00248240190003618,-0.0995749810946091,-0.0651713670226207
"15_1941",-0.0667110251747986,-0.0411714860423648,-0.260531199199248
"15_1942",0.0254569465421886,0.0438980728455722,-0.168655076029258
"15_1943",0.0703893722959672,-0.0231527452795572,-0.0373650472453588
"15_1944",0.0526279897513275,0.00538633596416155,-0.0481241416062802
"15_1945",-0.0362824713017909,0.01208021101286,-0.224678045160171
"15_1946",0.0217091984474518,0.0336870682106172,-0.0533033621098052
"15_1947",-0.0429030073359636,0.0766960147965952,-0.26028186153857
"15_1948",0.013967312575452,0.0806078571189079,-0.137257708408941
"15_1949",-0.0482618412783791,0.0838145697713943,-0.207490915031853
"18_1940",0.0325965994348081,-0.0108782531601384,-0.083460415929115
"18_1941",-0.0280517671401701,0.0482159945771387,-0.183383990903032
"18_1942",-0.0289920399148842,0.0769820725627382,-0.16754137654643
"18_1943",-0.031869254402229,0.138058009203144,-0.0390910522139567
"18_1944",-0.0251351756701734,0.100591742572876,-0.137782440068333
"18_1945",-0.0286025494302989,0.0393829636708787,-0.226821080708674
"18_1946",-0.0283176866150107,0.0844939648138044,-0.144900059988632
"18_1947",-0.0544470078405357,0.119978532242272,-0.12995766818936
"18_1948",-0.0513276221762359,0.116838951986138,-0.121537630354668
"18_1949",-0.0542435979283703,0.15193342955989,-0.0363453014448363
"22_1940",0.0159739163004192,0.101349091633766,-0.0716857687866093
"22_1941",0.015225571627464,0.108487241803844,-0.0218100262844467
"22_1942",0.0247957450188208,0.112107935534102,0.0440179169996888
"22_1943",0.00657435182403863,0.104077049236443,0.00421460825406352
"22_1944",0.027433516759782,0.0946842070408543,0.0672658530708675
"22_1945",-0.0440202202762622,0.13832938225843,-0.0703000391721701
"22_1946",-0.00979728640579956,0.122282075677752,-0.0903738499650267
"22_1947",-0.0833267872028404,0.125626285665273,-0.107393748016819
"22_1948",-0.0104709653570141,0.133829198128377,-0.114716225886625
"22_1949",-0.0420712441743462,0.127420750011223,-0.180805324614355
"23_1940",0.0588379422671471,-0.0290627362644512,-0.0861380627524721
"23_1941",-0.0783250533305821,0.0368929291703569,-0.157796652140005
"23_1942",0.0431225541724145,-0.00174397031014368,-0.181361833951544
"23_1943",0.0789568608392784,-0.0404698271103557,-0.00422551283743548
"23_1944",0.0742169724455769,-0.0313064552200457,-0.007011372616344
"23_1945",-0.0512354715361891,-0.0291937125106782,-0.127505568199035
"23_1946",0.0429152895397965,-0.0231160283501323,-0.0943621333558614
"23_1947",-0.00131354666706521,0.0983681395984414,-0.0729748122779619
"23_1948",0.0564692485975802,0.0204300660452666,-0.0998102779581374
"23_1949",-0.0331630126970938,0.119839012756387,-0.143510890310485
"24_1940",0.0465295689260381,-0.10867048443888,0.0337648618833887
"24_1941",0.0260752489955132,0.0240276776443899,-0.0209520469784185
"24_1942",-0.071966314679492,0.0728663253461539,-0.0808023585579792
"24_1943",0.07285453088137,-0.048917824856806,0.0885766011917845
"24_1944",0.0695533115280129,-0.0516382913750045,0.0138461033036926
"24_1945",0.0381542586807933,-0.02779798975905,-0.0149277077529029
"24_1946",-0.0139365450325937,-0.0160921614769713,0.021474961593197
"24_1947",0.0317760366959737,0.0887340820604635,0.0321655882295167
"24_1948",0.0692115873176086,-0.00412677464862302,-0.012559753785092
"24_1949",0.0401602173663175,0.063060936057791,-0.0624983157835237
"25_1940",0.00298834455876595,0.0476665087007649,-0.18737947602684
"25_1941",-0.0426726968882281,0.030588996880661,-0.161818574175482
"25_1942",-0.0735909847254597,0.0418099442861442,-0.120518576786133
"25_1943",0.00826477868614547,0.0881777607807744,-0.0317071844605141
"25_1944",0.0197196104553066,0.0658709015879469,-0.0505005440754284
"25_1945",-0.0408635072549097,0.105541948188965,-0.161547104101777
"25_1946",0.0131223379966875,0.0866063783896203,0.000646929077927619
"25_1947",-0.0482010540544385,0.110727514988082,-0.18743285939492
"25_1948",0.00306486724474271,0.112855828391042,-0.12536330637806
"25_1949",-0.0108705099498687,0.0712575874239332,-0.219636073184208
"26_1940",-0.000901076531776992,0.0113686561881537,-0.270250773064529
"26_1941",-0.032661330308084,-0.136729918842266,-0.0610602286860039
"26_1942",-0.0241311531002654,0.0250463366360464,-0.128807463580796
"26_1943",-0.0951341634997423,0.0234731936312247,-0.164943519599911
"26_1944",0.0196052736523052,0.0494030169212729,-0.123683242050577
"26_1945",-0.0996526938951137,0.048832663983046,-0.150579803121985
"26_1946",-0.0482580242948479,0.129220083561011,-0.138282785063514
"26_1947",-0.0507151352369591,0.0357686711513295,-0.260806305825781
"26_1948",-0.107660666572686,0.105641563012943,-0.13905447835444
"26_1949",-0.086275354561688,0.0577069933917076,-0.263923287338409
"28_1940",0.0647309487842141,-0.0169994654052484,-0.109864861376108
"28_1941",0.0582469750883436,0.015256475215015,-0.076807898105088
"28_1942",0.0707126134036695,0.00621749636361046,-0.0252775342510114
"28_1943",0.0634332153253676,0.0373517863258652,0.00793780217466348
"28_1944",0.0517183583310444,0.0499339241113286,0.00466978563634462
"28_1945",-0.0162112533554289,0.0990409647987162,-0.00885425426878022
"28_1946",-0.0300187270746566,0.123920380223403,0.0383449365749957
"28_1947",-0.0810600287452785,0.131585355321069,0.00673733976924146
"28_1948",-0.0206582152877351,0.131936778310877,-0.100817462112324
"28_1949",0.00544742563682991,0.108381248504686,-0.1135905496607
"29_1940",0.0757168054368804,-0.0231997447181477,-0.0487823868071844
"29_1941",0.0717560166068694,0.0103022199100181,-0.0277299538401005
"29_1942",0.0647625613352316,0.0270807304371131,-0.031595224514439
"29_1943",0.0746682847980811,0.00314154355698621,0.00535436757902836
"29_1944",0.065309927857204,0.0293631250363174,0.0181284004364522
"29_1945",0.0291163354240128,0.0858583612198477,-0.0659524220096494
"29_1946",0.0595156308432998,0.0318973443486816,-0.0300757053719275
"29_1947",0.0363073521554508,0.0722421386407289,-0.0998949832666192
"29_1948",0.0512795131395376,0.0595645344444613,-0.0752895946329259
"29_1949",0.0479594489583455,0.056827098143208,-0.104917008154134
"33_1940",-0.0229024276053933,0.105286545984791,0.0449072078411802
"33_1941",-0.0497180772340399,0.101339884508535,0.0552128778947289
"33_1942",-0.0641786131456841,0.143581943140398,0.0806116832142989
"33_1943",-0.0143118529041988,0.133070340793654,0.0726471612641965
"33_1944",-0.069262338579139,0.137111470600665,0.0712054007664136
"33_1945",-0.066597189691849,0.0800088098103172,0.0219950470319028
"33_1946",-0.0462003366119866,0.139656120671562,0.0234462751941164
"33_1947",-0.114043019720551,0.115682505636954,0.0108794635101324
"33_1948",-0.0447610833332892,0.163444270952121,-0.0274257971397022
"33_1949",-0.0490612570062369,0.142919850357169,-0.0769728720538679
"34_1940",0.0229758080547956,0.0134794824211788,-0.190057467026522
"34_1941",0.0238093057643831,0.0274046664962419,-0.174263215795887
"34_1942",0.00947045657171157,0.0849003565904762,0.0523700489466764
"34_1943",-0.0311048825437578,0.123279100091787,-0.118879929476362
"34_1944",-0.0906137033516121,0.0610422885726136,-0.143678575111219
"34_1945",-0.0230367388245536,0.0947990625677583,-0.0999897042625325
"34_1946",-0.0751650679755388,0.113587321818174,-0.0995623179636193
"34_1947",-0.0205960155000811,-0.10559633000341,-0.0811456940196624
"34_1948",-0.0357146293408779,0.120913750452841,-0.0954146723009757
"34_1949",-0.0850614884817966,0.0793180181888351,-0.194441228392637
"35_1940",-0.00196137328605504,0.0358620288582732,0.114576982426714
"35_1941",-0.107924170139095,-0.0108618481627519,0.0710512402541812
"35_1942",0.0462707963243877,0.0564944831158514,0.0898074010852746
"35_1943",0.0538320433630671,0.0431791074077718,0.114820419299903
"35_1944",0.0343185374850595,0.064013705137321,0.0968928449329841
"35_1945",-0.0438841046471513,0.0179679502147016,-0.106030402525685
"35_1946",-0.0616195309547024,0.0844145171016115,-0.0287217569888139
"35_1947",-0.040712397801218,0.108602220696908,0.183661541481482
"35_1948",-0.0133671245588866,0.118760649157932,0.0601739684415923
"35_1949",-0.0459932680546211,0.129979028499177,0.0131885453367636
"36_1940",0.00746980793919119,-0.11822065564013,-0.057573853609839
"36_1941",0.0561431658214368,-0.120774574075762,0.0132627687864362
"36_1942",-0.0567465760916944,-0.160616912183377,0.0591802291397226
"36_1943",0.0302690689803843,-0.0681107382229624,-0.162435778509524
"36_1945",-0.0634556898498783,-0.18123653806821,-0.0734670108470918
"36_1947",0.00890250598806844,-0.0119163694092691,-0.0675414303218587
"36_1948",-0.0219688157822484,-0.181303168125306,0.0356326455026671
"36_1949",0.0207496639218402,-0.0326039366383271,-0.00326021831756463
"43_1940",0.00292715614456889,0.0560105045093656,0.0065092009022367
"43_1941",-0.0774004655284093,0.0657338847682762,0.040702865805879
"43_1942",-0.041793592810675,0.0946424020750849,0.0940803645771557
"43_1943",-0.0677551134873276,0.0887367051291071,0.0442910384171594
"43_1944",-0.131953364934992,0.044026065647325,0.0795344250398027
"43_1945",-0.00945704367883667,0.0535245271601205,2.09585575899776e-05
"43_1946",-0.0110462446896556,0.05880901220213,0.0267491866133698
"43_1947",-0.0516072991965182,0.089951805932314,0.0288844597050423
"43_1948",-0.0779981052305306,0.0929601553511471,0.0852201078412249
"43_1949",-0.0499013859800478,0.0917276237431126,-0.041912077587112
"44_1940",-0.0897340529600085,-0.0212197744506951,0.129358426496475
"44_1941",-0.0703102716729364,0.0876889447208456,0.142796582303691
"44_1942",-0.0736952566534767,0.0565875018974437,0.168271121681475
"44_1943",-0.025485233542655,0.10397936268043,0.117139605447347
"44_1944",0.00232025595245023,0.0781544764642158,0.145375693387718
"44_1945",-0.0408769660938924,0.0549325286119463,0.167195687250976
