"","PC1","PC2","PC3"
"4_1970",9.91746253005686e-05,-0.159352060994186,-0.0410136100640293
"4_1971",-0.0228012649104854,-0.186545868716319,-0.0456485840059941
"4_1972",-0.0425392185615492,-0.205512201627154,-0.04456087348261
"4_1973",-0.0433028525378129,-0.212608245088366,-0.0450902925975275
"4_1974",-0.0394369440707261,-0.21689699419266,-0.0429636296626801
"4_1975",-0.0230343460710951,-0.207753553594554,-0.0279063106246677
"4_1976",-0.0333249232897567,-0.217282952933456,-0.0263169165355185
"4_1977",-0.0407413510356758,-0.225178291168791,-0.0237562005315733
"4_1978",-0.0551258560489014,-0.228515232501476,-0.02679389945687
"4_1979",-0.0541765424270868,-0.236496090982173,-0.00677710487173924
"7_1970",-0.0273460160520832,-0.144166380069524,0.0132739556288533
"7_1971",-0.054630052039579,-0.172380736111202,-0.000602828705280269
"7_1972",-0.0609694631581557,-0.17174549095015,0.00686320666743481
"7_1973",-0.060368663137064,-0.165676468957776,0.0109395740012802
"7_1974",-0.0613114030010933,-0.162979226987005,0.0190874597183165
"7_1975",-0.041848510637573,-0.160406405692475,0.00864907151054137
"7_1976",-0.0491310016337168,-0.163148554423857,0.009638418185198
"7_1977",-0.0369372238440824,-0.16459133037168,-0.00519197631937424
"7_1978",-0.0613728232398016,-0.166444025138853,0.0171076572987383
"7_1979",-0.0620048202463537,-0.168809576611914,0.0192369072860553
"8_1970",-0.00921492155846846,-0.201500751194334,0.0233314018209477
"8_1971",-0.0525806139794266,-0.236805073034888,0.0237142729968155
"8_1972",-0.0556239634461754,-0.23598228721127,0.0243236255422483
"8_1973",-0.0611748996720691,-0.23168620760383,0.0329502852095331
"8_1974",-0.0745195188192079,-0.219681226785114,0.029449448165442
"8_1975",-0.0624491950804257,-0.233572622480183,0.0272088595042775
"8_1976",-0.0718174705891726,-0.22277635793542,0.031178834174974
"8_1977",-0.0774501985459031,-0.221025360494723,0.0669997763123502
"8_1978",-0.0942505297043116,-0.1889995210934,0.0829449435853041
"8_1979",-0.0992653669714777,-0.170010430371614,0.10060525911419
"9_1970",-0.0743948822071626,-0.144488809485013,-0.0859127967641998
"9_1971",-0.102063147319145,-0.14510949167961,-0.0116337866010425
"9_1972",-0.126544586085754,-0.000366189946404751,0.066480674578773
"9_1973",-0.121379619689337,-0.0428229977581579,0.0236382507431748
"9_1974",-0.120135273952207,-0.0550457375919041,0.0468286587632506
"9_1975",-0.105278138306784,-0.120588236711979,-0.0235746241553155
"9_1976",-0.118822017513393,-0.0666723430346302,0.0559439777646662
"9_1977",-0.120767418834808,-0.0733556965791212,0.0379242634458884
"9_1978",-0.126956771466849,0.014911249303594,0.0927832263104063
"9_1979",-0.126560757886757,0.0245890542021779,0.116166471488914
"13_1970",-0.00634894718134325,-0.147969755200487,0.0260371136570357
"13_1971",-0.0248015075033312,-0.187313469053707,0.0112855387323851
"13_1972",-0.0306988527224168,-0.190187987237004,-0.00125144518221314
"13_1973",-0.0403140417192342,-0.193091417373113,0.00799587666142387
"13_1974",-0.0514670539074825,-0.195497585731853,0.0170768266773354
"13_1975",-0.0251026894181538,-0.181467082598859,0.0259521748994229
"13_1976",-0.0433910816724947,-0.187803346254937,0.0310725244097458
"13_1977",-0.0387627592009321,-0.189153585925474,0.0344317811697736
"13_1978",-0.0641344804991699,-0.181934251023941,0.0422012272694926
"13_1979",-0.05870293775462,-0.191910873940914,0.0390776688898269
"14_1970",0.031754422716689,-0.0895765141089795,0.0463202109203651
"14_1971",0.0242878235205283,-0.119477684736311,0.0327510715015604
"14_1972",0.0188539853659989,-0.139164296918356,0.0513951572757593
"14_1973",-0.0159297206262187,-0.198057131253716,0.0724455819831877
"14_1974",-0.0383451190504968,-0.212581085307105,0.113324757929823
"14_1975",-0.0376499932478356,-0.212515704887857,0.131614300378973
"14_1976",-0.0584990265496859,-0.219190857101029,0.123436688678899
"14_1977",-0.0667588506713647,-0.214816787705258,0.14607487683843
"14_1978",-0.0686402929279345,-0.216951497228535,0.12533862189609
"14_1979",-0.0737160989379769,-0.223475467892753,0.116277772974677
"15_1970",0.000784877291653043,-0.178180704290849,0.0306093022220775
"15_1971",-0.00410198085154224,-0.196301796902251,0.0209285694797821
"15_1972",-0.0183333330839143,-0.216785660865781,0.0176193676079719
"15_1973",-0.0316004608206388,-0.229990985832032,0.0351246856337712
"15_1974",-0.052904532196357,-0.246486835095095,0.0635556995549384
"15_1975",-0.0336895632638868,-0.227684833476571,0.0579982274074687
"15_1976",-0.0610291915012566,-0.240484369106743,0.0871087402220111
"15_1977",-0.0661387339436613,-0.230610647216192,0.080893691163384
"15_1978",-0.0793325128263853,-0.218499743826282,0.0981320447889472
"15_1979",-0.0742153760585629,-0.210422841030106,0.0919705803710966
"18_1970",-0.00192666846593211,-0.146369992564172,-0.0219873714809768
"18_1971",-0.0152091465241717,-0.179344875279088,-0.0334414511683961
"18_1972",-0.0179549444973422,-0.181262252897757,-0.0188034072849985
"18_1973",-0.0167966827204289,-0.171479974423622,-0.0243722568225361
"18_1974",-0.015369526834325,-0.12843415132925,-0.0679170183576706
"18_1975",0.0125032903286251,-0.085687460444841,-0.0440781852682403
"18_1976",0.01336303451593,-0.116206283343827,-0.00618316893041055
"18_1977",-0.00568526897244531,-0.144054531157929,-0.0435584025861426
"18_1978",0.00515678346420133,-0.141912011128768,-0.0159122085549988
"18_1979",-0.0233400674685864,-0.10981905508017,-0.124880961429421
"22_1970",-0.0418443725230263,-0.163909670920308,-0.117916237121068
"22_1971",-0.0556807389464898,-0.178503167277535,-0.105478190164067
