"","PC1","PC2","PC3","PC4"
"22_1972",-0.0826230299757581,-0.147770014764245,-0.1238916570811,-0.134499050599593
"22_1973",-0.0822413049230529,-0.173898659299535,-0.0863627063727658,-0.109974302702336
"22_1974",-0.100580125347081,-0.155898304413767,-0.0602407993999057,-0.0234819661000533
"22_1975",-0.0769229304178922,-0.175470901787537,-0.0897895414348634,-0.0712836074831208
"22_1976",-0.0814428547436871,-0.171167367403115,-0.0914363100873473,-0.0794285596800652
"22_1977",-0.0828488951465811,-0.163182582608216,-0.0988134707717309,-0.0651979521089019
"22_1978",-0.0887694811034971,-0.149707602451222,-0.100458483629076,-0.0666118193378594
"22_1979",-0.0986170479636598,-0.139836902357851,-0.0799978879992873,-0.0721223443830046
"23_1970",0.0157234672303359,-0.0890508568494604,0.0428094237692331,-0.00873547736131623
"23_1971",0.00564316999232944,-0.122795033188624,-0.0296939066767795,-0.100997311029071
"23_1972",0.00741033132882055,-0.107999369522861,0.0237757055503572,-0.0593455114628763
"23_1973",-0.00409387005894644,-0.138483032669037,0.017255718149125,0.0127100182355525
"23_1974",-0.0219416005778272,-0.143267745127557,0.0184467469676922,-0.0179920705089348
"23_1975",0.0213447415037594,-0.0705322502207408,0.0378535780329676,-0.00205337790613316
"23_1976",-0.00106643589615848,-0.106842164946889,0.0157654029353553,-0.037565927458597
"23_1977",0.0103428734157553,-0.0940403107154708,0.0209312247395447,-0.0099139515021059
"23_1978",-0.00207511543218987,-0.134286214808056,0.029471907326704,-0.00206422934626033
