"","X1","X2","X3","occ1990dd"
"1",-9.46679827903472,5.06787600020871,-8.03887256922115,4
"2",-9.3715801203966,5.74102945771367,-4.30537659893708,7
"3",-2.498052768884,4.1704961242027,-3.53145028898791,8
"4",-9.41276817560735,-0.0725610631045217,-3.76170383757338,9
"5",-11.8539678805294,7.57934729627557,-8.36533325304545,13
"6",-0.609143906011364,3.49130696850105,-0.116117076646895,14
"7",-5.16273828771166,5.70696591163715,-3.15178884680956,15
"8",-5.91162390248589,0.440599799573773,-5.53554680288172,18
"9",-5.55003897060446,1.04300175713125,-1.68343641039762,22
"10",-1.51340876478873,5.18815831174069,-3.03763066683659,23
"11",4.15787219956523,0.972455756201803,2.02059426172856,24
"12",-6.73876314338355,3.00852580325038,-4.24740277676291,25
"13",-11.5154775234163,4.17067359422852,-5.94152531157408,26
"14",1.84103067268681,-1.9775246411712,-2.98790644119246,28
"15",3.73091894313045,0.819475555808092,-0.988478842050778,29
"16",-6.38687291950314,-2.72513622333576,-2.74296082730406,33
"17",-4.52879865869913,1.38044504457803,-5.34463032140122,34
"18",-2.74066974180619,-2.23123675858888,0.687451728544645,35
"19",3.04974626536951,2.42449018026928,-4.35712214649268,36
"20",-6.38626334492171,-1.4993048316827,2.19463756153887,43
"21",-7.60716018708689,-2.36582229592658,6.54024942980163,44
"22",-9.80921834281119,0.591294797539957,6.25205640795898,45
"23",-22.7270720137602,-4.74545265016018,-4.43605700426141,47
"24",-14.5096329558976,2.27494694547759,7.73427568512936,48
"25",-9.32860205771077,-2.90705829278107,4.09721142705504,53
"26",-10.8259129419027,-4.05526386634289,4.34398835187316,55
"27",-17.9964642003769,-1.2112443864034,-1.06115384263444,56
"28",-14.5190142792417,-6.26931946685021,5.06040532472766,57
"29",-13.5113916716528,-2.14261630972167,4.31788832976431,58
"30",-15.7636131768071,-3.4107115194843,5.93089473348197,59
"31",-5.77005704486062,3.25229485263264,4.22520846209648,64
"32",-11.0709115790049,4.09346882894698,1.03710555246529,65
"33",-6.46516553227776,9.22527344083407,-1.89968580286521,66
"34",2.67334077009048,2.57968349258667,-2.85187295172425,68
"35",-11.5896449080167,0.773518581972879,14.0330241190783,69
"36",-7.04414900824673,5.35785447997847,7.71354161940938,73
"37",-2.67344506249844,1.42312115464225,3.72564351488698,75
"38",-5.56944422583345,-1.8961841857246,1.54993953398467,76
"39",-13.5628253520811,4.31797031352548,-2.6209722354705,77
"40",-3.43130986660944,8.87490188797151,10.2846347073538,78
"41",-2.79465711501396,3.28021942974993,-5.42682037925157,79
"42",0.0138935611124854,6.74965380872895,7.22711845375233,83
"43",1.72402630453319,2.29121328006068,-0.616762166623539,84
"44",0.727016091579318,-1.81986335972428,-0.252054857085212,85
"45",-2.41523272895152,10.8121027694679,4.10348160986302,86
"46",4.51566372120473,1.1113533294471,-1.48262640877479,87
"47",-1.73033456118172,-4.09925402594499,-3.77092434656133,88
"48",6.71804388263693,-0.42106635437155,-1.84016237707583,89
"49",5.5471272809135,1.43732869763077,1.00870050429627,96
"50",0.761753878164417,3.50365073708308,1.92033524063733,97
