"","X1","X2","X3","occ1990dd"
"1",-7.9483154525301,-3.43592872219939,-7.62784474485512,4
"2",-8.3545835582047,-2.35301040389378,-6.48249333913827,7
"3",-15.5410067028094,-6.69797273404414,-4.33456631762491,8
"4",-20.6456777074142,-0.0929968159584977,-9.09244476988736,9
"5",-9.33086567777391,-4.74023057319809,-9.11077036592296,13
"6",-11.9190857513359,-10.0291280082083,3.76518824743906,14
"7",-12.4697476602835,-8.20796097807892,-0.521440351726439,15
"8",-2.88590014566034,-1.72659712221321,-4.11373620256576,18
"9",-8.51377411196849,-0.726295761649486,-2.58224418043335,22
"10",-3.09181553619589,-2.79986467851732,-4.15652292364727,23
"11",1.71753106707609,-1.79424636335765,-1.21897706035292,24
"12",-7.92084616870936,-3.15561633934819,-4.80385842960213,25
"13",-17.4609774639978,-3.45588437253149,-7.00475351682821,26
"14",3.71844078938945,0.680088182259653,-1.75289777429466,28
"15",2.25262231467616,-0.552217021759084,-2.60356000612215,29
"16",-1.90727729175242,0.527480004192212,-4.12545217271177,33
"17",1.71915853989324,-1.68509744118083,-3.19651449518062,34
"18",0.581632264001096,4.16468900603747,2.78677187758706,35
"19",-11.7292960470036,-4.07820155832733,-7.5706496632242,36
"20",-1.01389755163104,0.973933534836917,-0.139206386227016,43
"21",-19.5536471537495,10.555644837342,1.6717509205604,44
"22",-23.6985629076631,12.058178664472,5.11133713518365,45
"23",-10.8114175975723,3.04558246545749,-0.466392685576518,47
"24",-22.1388485370484,9.65026263405407,3.38111785208955,48
"25",-10.3362927251363,7.7688076983433,2.0856929365523,53
"26",-17.2185914586032,12.2055103457453,0.318802423738194,55
"27",-20.2338787316811,9.67996775005981,0.844519011860184,56
"28",-20.7203942991796,16.7794307337291,3.79172187690204,57
"29",-14.6432404589991,9.4282286485532,1.76215948381721,58
"30",-18.5887939729382,7.62512550567816,2.49082141100592,59
"31",-22.2726352858594,6.70883472486925,-1.78220588367169,64
"32",-19.9475654905874,3.73699637930402,-3.67382445328857,65
"33",2.14954020890149,-2.70717337581631,-0.853329547443067,66
"34",-9.64354295102271,-2.84789217276842,1.58013909579324,68
"35",-18.2646976101534,1.57492605274979,7.1393417235329,69
"36",-11.3624670875077,0.796305775566107,3.76423613427721,73
"37",-9.09037968105767,-2.19401884980123,2.14942279559921,75
"38",-17.7450031737773,-9.18304674662303,11.3175124889865,76
"39",-12.6649650109198,-1.31310259568296,4.50864484455094,77
"40",-15.9553042089086,-2.68009904298824,7.05040252885976,78
"41",-12.1396097596525,-4.76325666758438,-4.04371555086783,79
"42",-13.7331357861068,-4.10633322809944,6.27090518024901,83
"43",0.924881721571823,-4.75263027913448,1.96325638453791,84
"44",8.90149743279251,-0.69255741307726,1.47262116056212,85
"45",-0.281710655161097,-2.82499582956486,3.11675711193072,86
"46",9.75194087684507,-0.87763567662705,1.00965896388606,87
"47",7.26098195687605,-0.670588739387848,0.0139496076476768,88
"48",5.53654991004759,-1.35524869059128,2.70513402430141,89
"49",6.33344899103647,-3.53188532793616,2.66169263648423,96
"50",-1.98289784130613,-6.37732199637001,3.86302935345946,97
"51",-1.07934674254636,-8.0610179718939,3.69590392012648,99
"52",3.58637582342171,-5.89757905444692,3.24833621754608,103
"53",-0.397713126741133,-6.95555206950856,3.55855019605128,104
"54",1.10790401341374,-6.68968048288338,4.13686755199879,106
"55",-3.04101375675877,-7.0987362476113,4.3758177128544,154
"56",0.336142271227848,-6.91905187127626,5.76981456117512,155
"57",-7.67305964185839,-11.8803800875264,9.60239652318274,156
"58",-3.86242510146024,-9.95214362625178,9.45426788224806,157
"59",-3.03161766744256,-9.6237181430369,7.98741010460555,158
"60",-5.25271791661636,-6.9634765968929,4.28398873620968,159
"61",-4.24984844696641,-8.18293818180434,2.7932238435894,163
"62",-6.72607345518536,-6.1580789113997,2.58658100151155,164
"63",-8.17030535930146,-6.19416386994704,-0.990233821925364,165
"64",-21.3935553934177,-6.77834685878199,-0.456587496082014,166
"65",-8.88480048700911,-10.8381414292959,9.09879438549855,167
"66",-18.3758203640899,-10.6978693371993,4.0865041693941,169
"67",-27.6756739201215,-5.27576142858053,-7.106032801557,173
"68",-1.23990827373535,-9.14274606087479,4.09495649431944,174
"69",-12.2339350082328,-7.32003064677976,2.84606985813639,175
"70",-8.93416134059214,-5.245670069253,-1.61919185054222,176
"71",-2.74929037666919,-3.08044847658413,-3.85487070570031,178
"72",-4.29174422226636,-2.69268255884187,-3.61540383460341,183
"73",-10.1134643089359,1.94343039002845,1.0756658905959,184
"74",1.29153094949734,1.57015840104743,-0.604706446242835,185
"75",4.30918127036508,-2.87594092433135,1.47558004665151,186
