"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"4_1980",-0.0496779420249736,-0.190614268389929,0.0141273610633728,0.17438368908374,0.0954154188962247,0.205247851744287,-0.0441766008833261
"4_1981",-0.048124883464441,-0.185872860029771,0.0107050731188021,0.196082310281957,0.10434838009935,0.229083013023757,-0.0481605653066092
"4_1982",-0.0685825985705533,-0.157409896508855,0.00183954413095865,0.273008566473573,0.0489962555437119,0.239089943197005,-0.155088703989718
"4_1983",-0.0702953373886708,-0.148145373793271,-0.00713664447877318,0.286895494220227,0.0318245645640583,0.221766765563274,-0.157243502671357
"4_1984",-0.0773179690314211,-0.146876733358398,0.0365845419118778,0.278577496700545,0.100588705543565,0.314602241829605,-0.209968181313436
"4_1985",-0.0840858948016523,-0.136750835747977,0.0527275050520488,0.261694973110404,0.129367439407507,0.372797368238091,-0.241030237744097
"4_1986",-0.0514745042391254,-0.165972420488383,0.0266728174217486,0.307337320659926,0.00281124434688296,0.188039964486475,-0.0931477696871886
"4_1987",-0.0452194211365193,-0.170774426333816,0.0157548150644139,0.297489823866629,0.00425478542159173,0.157317509723999,-0.03621505375263
"4_1988",-0.0186217722133588,-0.157613384177915,0.0227265394325721,0.300012368231916,-0.10450149788628,0.0263313065481467,0.058709632986664
"4_1989",-0.0489631927529582,-0.160034544545174,0.0314493696780944,0.328816010943402,-0.0352324423571479,0.17845492715299,-0.0635885260739902
"7_1980",-0.0490174649441456,-0.117975496923812,0.0148294402951957,0.0376719920769262,0.413515450145452,0.314845006919735,-0.0716045897713508
"7_1981",-0.0554224434550127,-0.116123653310315,0.0146313507712868,0.048007027345521,0.433508003738661,0.345651077800281,-0.098674317800309
"7_1982",-0.0774716628994216,-0.101676013550869,0.0348806646261406,0.0759218152298957,0.43482459684668,0.399075996678465,-0.209271589019291
"7_1983",-0.083194330526223,-0.103340313064048,0.0268920754699376,0.0959584947921625,0.447785783717327,0.405648906311255,-0.234063644633578
"7_1984",-0.0769221549524597,-0.11428450363405,0.0406788423022719,0.101214902473933,0.438463149846901,0.421487551241556,-0.208692521847904
"7_1985",-0.0963080318191747,-0.0281732785939662,0.0939161088547432,0.102048899861937,0.416926401051373,0.532228580713932,-0.330915106813738
"7_1986",-0.0545796597650553,-0.14520697166354,-0.00296366986502276,0.0827748684151961,0.36615180458041,0.240287926236729,-0.122807399725918
"7_1987",-0.0336651111874487,-0.148763139850099,-0.000858092690132701,0.0857693892079043,0.329481220109579,0.15899868968149,-0.0476451794363862
"7_1988",-0.0199306346208234,-0.141896381595075,-0.00830625756460604,0.0831926623987549,0.288520838076181,0.102191917285264,0.00376663588082163
"7_1989",-0.0540035301405669,-0.150490420932806,0.0149308844282197,0.107807944567568,0.353077063153492,0.262543746161365,-0.106720246408984
"8_1980",-0.0958050538655889,-0.107711266600965,0.120877531370041,0.0123603806169273,0.284016334537205,0.459788244523165,-0.252333737062746
"8_1981",-0.0960535408247448,-0.106329851922007,0.132533854636963,-0.0101766140034157,0.271300289076397,0.485770128055808,-0.24617021354163
"8_1982",-0.111510599094356,-0.0667308078236491,0.100929248583466,0.0355404595143639,0.324217115522166,0.422187183209814,-0.358366358335996
"8_1983",-0.114793780060503,-0.0270849635745228,0.127672968100647,0.0451666410719287,0.322103274353301,0.455107683585909,-0.449198841173473
"8_1984",-0.107770333379081,-0.0739611085680606,0.137411982246458,0.0439196559822313,0.270907470436476,0.501762916412615,-0.405912159769
